title,authors,description,published_date,categories,goodreads_rating
A Tale of Magic...,Chris Colfer,"A new adventure series set in the Land of Stories universe from the No. 1 New York Times bestselling author, Chris Colfer, perfect for new and old fans! For fans of The School for Good and Evil and Pages & Co. When Brystal Evergreen stumbles across a secret section of the library, she discovers a book that introduces her to a world beyond her imagination and learns the impossible: she is a fairy capable of magic! But in the oppressive Southern Kingdom, women are forbidden from reading and magic is outlawed, so Brystal is swiftly convicted of her crimes and sent to the miserable Bootstrap Correctional Facility. But with the help of the mysterious Madame Weatherberry, Brystal is whisked away and enrolled in an academy of magic! Adventure comes with a price, however, and when Madame Weatherberry is called away to attend to an important problem, she doesn't return. Do Brystal and her classmates have what it takes to stop a sinister plot that risks the fate of the world, and magic, forever? Fall in love with an all-new series from Chris Colfer, the no.1 New York Times bestselling author of the Land of Stories series, filled with adventure, imagination, and magic.",2019-10-01,Juvenile Fiction,4.26
A Beautiful Day in the Neighborhood,Fred Rogers,"The New York Times Best Seller For the first time ever, 75 beloved songs from Mister Rogers’ Neighborhood and The Children's Corner are collected in this charmingly illustrated treasury, sure to be cherished by generations of children as well as the millions of adults who grew up with Mister Rogers. It’s you I like. It’s not the things you wear, It’s not the way you do your hair— But it’s you I like. From funny to sweet, silly to sincere, the lyrics of Mister Rogers explore such universal topics as feelings, new siblings, everyday life, imagination, and more. Through these songs—as well as endearing puppets and honest conversations—Mister Rogers instilled in his young viewers the values of kindness, self-awareness, and self-esteem. But most of all, he taught children that they are loved, just as they are. Perfect for bedtime, sing-along, or quiet time alone, this beautiful book of meaningful poetry is for every child—including the child inside of every one of us.",2019-03-19,Juvenile Nonfiction,4.34
A Wolf Called Wander,Rosanne Parry,"A New York Times bestseller! “Don’t miss this dazzling tour de force.”—Katherine Applegate, Newbery Medal winning author of The One and Only Ivan This gripping novel about survival and family is based on the real story of one wolf’s incredible journey to find a safe place to call home. Illustrated throughout, this irresistible tale by award-winning author Rosanne Parry is for fans of Sara Pennypacker’s Pax and Katherine Applegate’s The One and Only Ivan. Swift, a young wolf cub, lives with his pack in the mountains learning to hunt, competing with his brothers and sisters for hierarchy, and watching over a new litter of cubs. Then a rival pack attacks, and Swift and his family scatter. Alone and scared, Swift must flee and find a new home. His journey takes him a remarkable one thousand miles across the Pacific Northwest. The trip is full of peril, and Swift encounters forest fires, hunters, highways, and hunger before he finds his new home. Inspired by the extraordinary true story of a wolf named OR-7 (or Journey), this irresistible tale of survival invites readers to experience and imagine what it would be like to be one of the most misunderstood animals on earth. This gripping and appealing novel about family, courage, loyalty, and the natural world is for fans of Fred Gipson’s Old Yeller and Katherine Applegate’s Endling. Includes black-and-white illustrations throughout and a map as well as information about the real wolf who inspired the novel. Plus don't miss Rosanne Parry's stand-alone companion novel, A Whale of the Wild.",2019-05-07,Juvenile Fiction,3.72
The Crayons' Christmas,Drew Daywalt,"A brand-new Crayons book from the #1 New York Times best-selling duo Drew Daywalt and Oliver Jeffers. This hilarious interactive book has letters, games, ornaments, a poster and even a pop-up Christmas tree - perfect for the festive season! 'Tis the season for all of us to write our Christmas wish lists. But everyone knows - even the Crayons - that the best presents are the ones that you give. In this unique book, readers join in as Duncan, the Crayons and their families celebrate the festive season. With real, folded letters to pull from their envelopes and read, games, press-out ornaments, a poster and a pop-up tree, this book is the perfect gift for fans of The Day the Crayons Quit and The Day the Crayons Came Home.",2019-10-17,Christmas decorations,4.12
The Serious Goose,Jimmy Kimmel,"Meet a very Serious Goose in late-night host Jimmy Kimmel's first fun and funny picture book! There is nothing silly about this goose. You CANNOT make her laugh, so DON'T EVEN TRY! Written, illustrated, and lettered by Jimmy Kimmel, this picture book challenges young readers to bring the silly out of a very Serious Goose. Inspired by Jimmy’s nickname for his kids, The Serious Goose reminds us to be silly in a serious way. Challenge your little comedians to make this no-nonsense goose smile. This delightful read-aloud is guaranteed to create gaggles of giggles time and time again! Kimmel’s proceeds from sales of THE SERIOUS GOOSE will be donated to Children’s Hospital Los Angeles (CHLA) and children’s hospitals around the country.",2019-12-03,Juvenile Fiction,3.81
"Good Night, Little Blue Truck",Alice Schertle,Say good night with Little Blue Truck and friends as they prepare for bed in this next installment in the bestselling series!,2019-10-15,JUVENILE FICTION,3.8
"Sofia Valdez, Future Prez",Andrea Beaty,"The newest picture book from the creators of Iggy Peck, Architect; Rosie Revere, Engineer; and Ada Twist, Scientist stars Sofia Valdez, a community leader who stands up for what she believes in! Every morning, Abuelo walks Sofia to school . . . until one day, when Abuelo hurts his ankle at a local landfill and he can no longer do so. Sofia misses her Abuelo and wonders what she can do about the dangerous Mount Trashmore. Then she gets an idea—the town can turn the slimy mess into a park! She brainstorms and plans and finally works up the courage to go to City Hall—only to be told by a clerk that she can’t build a park because she’s just a kid! Sofia is down but not out, and she sets out to prove what one kid can do. Collect them all! Add these other STEM favorites from #1 New York Times bestselling team Andrea Beaty and David Roberts to your family library today! Rosie Revere, Engineer Iggy Peck, Architect Ada Twist, Scientist Rosie Revere and the Raucous Riveters Ada Twist and the Perilous Pants Ada Twist’s Big Project Book for Stellar Scientists Iggy Peck’s Big Project Book for Amazing Architects Rosie Revere’s Big Project Book for Bold Engineers Questioneers Family Calendar",2019-11-05,Juvenile Fiction,4.37
Sulwe,Lupita Nyong'o,"A New York Times bestseller! Featured in its own episode in the Netflix original show Bookmarks: Celebrating Black Voices! Recipient of a Coretta Scott King Illustrator Honor Award Recipient of an NAACP Image Award for Outstanding Children’s Literary Work From Academy Award–winning actress Lupita Nyong’o comes a powerful, moving picture book about colorism, self-esteem, and learning that true beauty comes from within. Sulwe has skin the color of midnight. She is darker than everyone in her family. She is darker than anyone in her school. Sulwe just wants to be beautiful and bright, like her mother and sister. Then a magical journey in the night sky opens her eyes and changes everything. In this stunning debut picture book, actress Lupita Nyong’o creates a whimsical and heartwarming story to inspire children to see their own unique beauty.",2019-10-15,Juvenile Fiction,3.83
How to Catch a Unicorn,Adam Wallace,"The #1 New York Times bestseller! Try to catch one of the world's most elusive mythical creatures—the unicorn—in this enchanting picture book for kids, the perfect Easter basket stuffer! From the New York Times and USA Today bestselling How to Catch series comes a dazzling new adventure! Filled with zany traps, STEAM concepts, silly rhymes, and lots of rainbow unicorn fun, parents, educators, and young readers alike will delight in this colorful story as the How to Catch Kids are off in the zoo to catch this fantastical beast. Perfect for children ages 4-10, this is the ultimate unicorn gift of the year, great for birthdays, bedtime, or any occasion! Can you catch the unicorn? You'll have to use your brain, So set your traps and prep your team to pet that rainbow mane! Also in the How to Catch Series: How to Catch a Mermaid How to Catch a Dinosaur How to Catch the Tooth Fairy How to Catch a Monster and more!",2019-03-05,Juvenile Fiction,3.88
Children of Virtue and Vengeance,Tomi Adeyemi,"Children of Virtue and Vengeance is the breathtaking sequel to Tomi Adeyemi's ground-breaking West African-inspired fantasy Children of Blood and Bone. After battling the impossible, Zélie and Amari have finally succeeded in bringing magic back to the land of Orïsha. But the ritual was more powerful than they could've imagined, reigniting the powers of not only the maji, but of nobles with magic ancestry, too. Now, Zélie struggles to unite the maji in an Orïsha where the enemy is just as powerful as they are. But with civil war looming on the horizon, Zélie finds herself at a breaking point: she must discover a way to bring the kingdom together or watch as Orïsha tears itself apart.",2019-12-03,Young Adult Fiction,3.85
The Fountains of Silence,Ruta Sepetys,"A haunting and romantic novel set in post-war Spain by Ruta Sepetys - winner of the Carnegie Medal 2017. Madrid, 1957. Daniel, young, wealthy and unsure of his place in the world, views the city through the lens of his camera. Ana, a hotel maid whose family is suffering under the fascist dictatorship of General Franco. Lives and hearts collide as they unite to uncover the hidden darkness within the city. A darkness that could engulf them all . . . Master storyteller Ruta Sepetys once again shines light into one of history's darkest corners in this epic, heart-wrenching novel about identity, unforgettable love and the hidden violence of silence. 'Ruta Sepetys is a master of historical fiction' Elizabeth Wein, author of CODE NAME VERITY **PRAISE FOR THE FOUNTAINS OF SILENCE** Longlisted for the Carnegie Medal 2021 'Spain under Francisco Franco is as dystopian a setting as Margaret Atwood's Gilead' New York Times 'A staggering tale of love, loss and national shame' Entertainment Weekly 'Gripping. Ruta Sepetys is the finest writer of historical fiction working today' The Wall Street Journal 'Captivating, deft, and illuminating historical fiction.' Booklist 'A stunning novel that exposes modern fascism and elevates human resilience.' Kirkus 'An exemplary work of historical fiction.' The Horn Book",2019-10-03,Juvenile Fiction,4.29
The Secret Commonwealth: The Book of Dust Volume Two,Philip Pullman,"It is twenty years since the events of La Belle Sauvage: The Book of Dust Volume One unfolded and saw the baby Lyra Belacqua begin her life-changing journey. It is almost ten years since readers left Lyra and the love of her young life, Will Parry, on a park bench in Oxford's Botanic Gardens at the end of the ground-breaking, bestselling His Dark Materials sequence. Now, in The Secret Commonwealth, we meet Lyra Silvertongue. And she is no longer a child . . . The second volume of Philip Pullman's The Book of Dust sees Lyra, now twenty years old, and her daemon Pantalaimon, forced to navigate their relationship in a way they could never have imagined, and drawn into the complex and dangerous factions of a world that they had no idea existed. Pulled along on his own journey too is Malcolm; once a boy with a boat and a mission to save a baby from the flood, now a man with a strong sense of duty and a desire to do what is right. Theirs is a world at once familiar and extraordinary, and they must travel far beyond the edges of Oxford, across Europe and into Asia, in search for what is lost - a city haunted by daemons, a secret at the heart of a desert, and the mystery of the elusive Dust. The Secret Commonwealth is truly a book for our times; a powerful adventure and a thought-provoking look at what it is to understand yourself, to grow up and make sense of the world around you. This is storytelling at its very best from one of our greatest writers. *The first book in The Book of Dust trilogy, La Belle Sauvage, is coming to the stage in the summer of this year. Performed at The Bridge Theatre from July 2020, it will be a theatrical spectacle not to be missed* _____ Reviews for The Secret Commonwealth: The Book of Dust Volume Two: ""[Pullman] has created a fantasy world, made yet more satisfying in rigour and stylistic elegance. This is a book for getting older with"" Guardian, Book of the Week ""The Secret Commonwealth is ablaze with light and life. The writing is exquisite; every sentence sings ... To read Pullman is to experience the world refreshed, aglow, in Technicolour"" i ""Pullman's story is still thought-provoking ... This book elegantly weaves in live issues, from Europe's refugee crisis to facts in the post-truth era. And Pullman's prose is rewarding as ever"" The Times ""A long, taxing, complex journey, laced with beauty, terror and philosophy"" Metro ""As ever, Pullman's story is complex and vast but home to some of the finest storytelling in the 21st century. Revel in whole new worlds and enjoy one of literature's most wonderful heroines before she comes to HBO and the BBC"" Stylist ""Pullman is confronting readers with the horrors of our own world reflected back at us. In The Secret Commonwealth he creates a fearful symmetry"" The Herald",2019-10-03,Young Adult Fiction,4.04
The Guardians,John Grisham,"#1 NEW YORK TIMES BEST SELLER • A classic legal thriller—with a twist. • ""A suspenseful thriller mixed with powerful themes such as false incarceration, the death penalty and how the legal system shows prejudice.” —Associated Press In the small Florida town of Seabrook, a young lawyer named Keith Russo was shot dead at his desk as he worked late one night. The killer left no clues. There were no witnesses, no one with a motive. But the police soon came to suspect Quincy Miller, a young Black man who was once a client of Russo’s. Quincy was tried, convicted, and sent to prison for life. For twenty-two years he languished in prison, maintaining his innocence. But no one was listening. He had no lawyer, no advocate on the outside. In desperation, he writes a letter to Guardian Ministries, a small nonprofit run by Cullen Post, a lawyer who is also an Episcopal minister. Guardian accepts only a few innocence cases at a time. Cullen Post travels the country fighting wrongful convictions and taking on clients forgotten by the system. With Quincy Miller, though, he gets far more than he bargained for. Powerful, ruthless people murdered Keith Russo, and they do not want Quincy Miller exonerated. They killed one lawyer twenty-two years ago, and they will kill another without a second thought. Don’t miss John Grisham’s new book, THE EXCHANGE: AFTER THE FIRM!",2019-10-15,Fiction,4.14
A Minute to Midnight,David Baldacci,"A Minute to Midnight is the gripping follow up to Long Road to Mercy featuring Special Agent Atlee Pine from one of the world’s most favourite thriller writers, David Baldacci. Without Mercy. At six years old, Atlee’s twin sister, Mercy, was taken from the family home while Atlee was left for dead. Since that fateful night, Atlee has dedicated her life and career to catching those who hurt others. Word of a killer. Atlee has never stopped searching for answers about her sister. A notorious serial killer, locked in a maximum-security prison, continues to haunt her. Does he really know what happened to Mercy? Quest for justice. When Atlee oversteps the mark on the arrest of a dangerous criminal, the FBI gives her a leave of absence – the perfect opportunity to return to where it all began. Determined to finally uncover the truth, Atlee Pine’s journey home turns into a rollercoaster ride of murder, long-buried secrets and lies . . . and a revelation so personal that everything she once believed is fast turning to dust.",2019-11-14,Fiction,4.21
Twisted Twenty-Six,Janet Evanovich,"This isn't just another case. This is family. How far will Stephanie Plum go to protect the one person who means the most to her? The stakes have never been higher in this #1 New York Times bestseller from Janet Evanovich. Grandma Mazur has decided to get married again - this time to a local gangster named Jimmy Rosolli. If Stephanie has her doubts about this marriage, she doesn't have to worry for long, because the groom drops dead of a heart attack 45 minutes after saying, ""I do."" A sad day for Grandma Mazur turns into something far more dangerous when Jimmy's former ""business partners"" are convinced that his new widow is keeping the keys to a financial windfall all to herself. But the one thing these wise guys didn't count on was the widow's bounty hunter granddaughter, who'll do anything to save her.",2019-11-12,Fiction,4.10
Blue Moon,Lee Child,"AS FEATURED ON RICHARD & JUDY'S 'KEEP READING AND CARRY ON' 'This is one of his best' - The Times Jack Reacher is back in a brand new white-knuckle read from Lee Child. It's a random universe, but once in a blue moon things turn out just right. In a nameless city, two rival criminal gangs are competing for control. But they hadn't counted on Jack Reacher arriving on their patch. Reacher is trained to notice things. He's on a Greyhound bus, watching an elderly man sleeping in his seat, with a fat envelope of cash hanging out of his pocket. Another passenger is watching too ... hoping to get rich quick. As the mugger makes his move, Reacher steps in. The old man is grateful, yet he turns down Reacher's offer to help him home. He's vulnerable, scared, and clearly in big, big trouble. What hold could the gangs have on the old guy? Will Reacher be in time to stop bad things happening? The odds are better with Reacher involved. That's for damn sure. 'Everyone needs to kick some [butt] sometimes, even if it's just imaginary' JOJO MOYES _________ Although the Jack Reacher novels can be read in any order, Blue Moon is the 24th in the series. And be sure not to miss Reacher's newest adventure, no.29, In Too Deep! ***PRE-ORDER NOW***",2019-10-29,Fiction,3.96
The Rise of Magicks,Nora Roberts,"'On the shield, one of seven forged in the timeless past to hold back the dark, fell a single drop of blood. So the shield weakened, and the dark, spider-patient, waited as the decades passed, and the wound spread under the grass and ground.' The brilliant conclusion to the Chronicles of the One trilogy - an epic story of love, war, family and magic. Fallon Swift has spent all her life preparing for this moment. No longer can she stand by whilst her fellow Magicks are hunted by the fanatical Purity Warriors or rounded up and experimented on by the government. Fallon must follow her destiny to restore the magical shield that once protected them all. But she can't do it alone. It is time to build her army, to take on her nemesis and take down the enemy. She has learned to fight, now she must restore the light and banish the dark forever. The final battle has begun... Series praise: 'A match for end-of-the-world classics like Stephen King's The Stand' - New York Times Review of Books 'Breathtaking' - Heat",2019-11-26,Fiction,4.17
Armageddon,Craig Alanson,"""After there was trouble on the home front, and the president had to authorize a nuclear strike on an American city, UNEF decided they did need the Merry Band of Pirates again. So, the Flying Dutchman is sent out on a simple recon mission. But for the pirates, nothing is ever simple."" -- Amazon.com",2019,Aliens,4.42
The Silent Patient,Alex Michaelides,"- THE RECORD-BREAKING, MULTIMILLION COPY GLOBAL BESTSELLER AND TIKTOK SENSATION - Discover the #1 New York Times and Sunday Times bestselling thriller with a jaw-dropping twist that everyone is talking about - as seen on TikTok. Soon to be a major film. Alicia Berenson lived a seemingly perfect life until one day six years ago. When she shot her husband in the head five times. Since then she hasn't spoken a single word. It's time to find out why. READERS LOVE THE SILENT PATIENT ⭐⭐⭐⭐⭐ 'Everything you need from a psychological thriller with a killer twist that is impossible to see coming!' ⭐⭐⭐⭐⭐ 'Fiendishly clever ... believe the hype.' ⭐⭐⭐⭐⭐ 'Grabs your afternoon from the start and never lets go' ⭐⭐⭐⭐⭐ 'A fantastic thriller with an incredible plot twist that I really didn't see coming. I highly recommend.' ⭐⭐⭐⭐⭐ 'OMG, my heart is still pounding from the final chapters of this amazing thriller.' ⭐⭐⭐⭐⭐ 'I'm honestly speechless, best book I have read for a very long time' ⭐⭐⭐⭐⭐ 'The twists when they come, wow oh wow!' CRITICALLY ACCLAIMED 'The perfect thriller' AJ FINN 'Terrific' - THE TIMES Crime Book of the Month 'Smart, sophisticated suspense' - LEE CHILD 'Compelling' - OBSERVER 'Absolutely brilliant' - STEPHEN FRY 'A totally original psychological mystery' - DAVID BALDACCI 'One of the best thrillers I've read this year' - CARA HUNTER 'The pace and finesse of a master' - BBC CULTURE",2019-02-05,Fiction,3.93
The Starless Sea,Erin Morgenstern,"THE TIKTOK SENSATION Discover the enchanting, magical bestseller from the author of The Night Circus, now in a stunning new edition. We are all stardust and stories... When Zachary Rawlins stumbles across a mysterious book containing details from his own life among its pages, it leads him on a quest unlike any other. Following the clues inside, he is guided to a masquerade ball, a dangerous secret club, and finally to an ancient library hidden far beneath the surface of the earth. What Zachary finds in this curious place is more than just a buried home for books and their guardians - it is a place of lost cities and seas, lovers who pass notes across time, and of stories whispered by the dead. But when the library is threatened, Zachary must race through its twisting tunnels and sweetly soaked shores, searching for the end of his story. PRAISE FOR THE STARLESS SEA: 'Enchanting read... an ode to stories and storytelling itself, and the joy of reading' Guardian 'Spellbinding' Daily Mirror 'A magical mix of quests and fables...beautifully written' Heat",2019-11-05,Fiction,4.50
Star Wars: Resistance Reborn,Rebecca Roanhorse,"________________________________________ In this pivotal prequel to Star Wars: The Rise of Skywalker, the heroes of the Resistance—Poe Dameron, General Leia Organa, Rey, and Finn—must fight back from the edge of oblivion. The Resistance is in ruins. In the wake of their harrowing escape from Crait, what was once an army has been reduced to a handful of wounded heroes. Finn, Poe, Rey, Rose, Chewbacca, Leia Organa—their names are famous among the oppressed worlds they fight to liberate. But names can only get you so far, and Leia’s last desperate call for aid has gone unanswered. From the jungles of Ryloth to the shipyards of Corellia, the shadow of the First Order looms large, and those with the bravery to face the darkness are scattered and isolated. If hope is to survive, the Resistance must journey throughout the galaxy, seeking out more leaders—including those who, in days gone by, helped a nascent rebellion topple an empire. Battles will be fought, alliances will be forged, and the Resistance will be reborn.",2019-11-07,Fiction,3.70
Doctor Sleep,Stephen King,"Now a major motion picture starring Ewan McGregor! From master storyteller Stephen King, his unforgettable and terrifying sequel to The Shining—an instant #1 New York Times bestseller that is “[a] vivid frightscape” (The New York Times). Years ago, the haunting of the Overlook Hotel nearly broke young Dan Torrance’s sanity, as his paranormal gift known as “the shining” opened a door straight into hell. And even though Dan is all grown up, the ghosts of the Overlook—and his father’s legacy of alcoholism and violence—kept him drifting aimlessly for most of his life. Now, Dan has finally found some order in the chaos by working in a local hospice, earning the nickname “Doctor Sleep” by secretly using his special abilities to comfort the dying and prepare them for the afterlife. But when he unexpectedly meets twelve-year-old Abra Stone—who possesses an even more powerful manifestation of the shining—the two find their lives in sudden jeopardy at the hands of the ageless and murderous nomadic tribe known as the True Knot, reigniting Dan’s own demons and summoning him to battle for this young girl’s soul and survival...",2019-09-24,Fiction,4.13
A Warning,Anonymous,"An unprecedented behind-the-scenes portrait of the Trump presidency from the anonymous senior official whose first words of warning about the president rocked the nation's capital. On September 5, 2018, the New York Times published a bombshell essay and took the rare step of granting its writer anonymity. Described only as ""a senior official in the Trump administration,"" the author provided eyewitness insight into White House chaos, administration instability, and the people working to keep Donald Trump's reckless impulses in check. With the 2020 election on the horizon, Anonymous is speaking out once again. In this book, the original author pulls back the curtain even further, offering a first-of-its-kind look at the president and his record -- a must-read before Election Day. It will surprise and challenge both Democrats and Republicans, motivate them to consider how we judge our nation's leaders, and illuminate the consequences of re-electing a commander in chief unfit for the role. This book is a sobering assessment of the man in the Oval Office and a warning about something even more important -- who we are as a people.",2019-11-19,Political Science,4.50
Catch and Kill,Ronan Farrow,"THE NEW YORK TIMES BESTSELLER 'Riveting and often shocking' Sunday Times 'Dripping with jaw-dropping revelations' Telegraph 'Absorbing' New York Times In a dramatic account of violence and espionage, Pulitzer Prize-winning investigative reporter Ronan Farrow exposes serial abusers and a cabal of powerful interests hell-bent on covering up the truth, at any cost. In 2017, a routine network television investigation led Ronan Farrow to a story only whispered about: one of Hollywood's most powerful producers was a predator, protected by fear, wealth and a conspiracy of silence. As Farrow drew closer to the truth, shadowy operatives, from high-priced lawyers to elite war-hardened spies, mounted a secret campaign of intimidation, threatening his career, following his every move and weaponizing an account of abuse in his own family. All the while, Farrow and his producer faced a degree of resistance that could not be explained - until now. And a trail of clues revealed corruption and cover-ups from Hollywood, to Washington and beyond. This is the untold story of the tactics of surveillance and intimidation deployed by wealthy and connected men to threaten journalists, evade accountability and silence victims of abuse - and it's the story of the women who risked everything to expose the truth and spark a global movement. 'Darkly funny and poignant . . . a breathtakingly dogged piece of reporting' Guardian 'Reads like a thriller' The Cut 'Meticulous and devastating' Associated Press",2019-10-15,True Crime,4.40
Becoming,Michelle Obama,"“… bersama, di apartemen kami yang sesak, Ayah dan Ibu mengajariku melihat nilai-nilai dalam setiap kisah kehidupan kami … bahkan saat kisah itu tidak indah atau sempurna ….” Dunia Michelle kecil adalah sebuah apartemen sempit di South Side, Chicago, tempat dia dan saudaranya, Craig, dibesarkan dan dididik untuk menjadi pemberani dan tidak takut bicara. Namun kemudian, kehidupan membawanya jauh melangkah, mulai dari Universitas Princeton—tempat dia belajar merasakan menjadi satu-satunya perempuan kulit hitam di sebuah ruangan—hingga ke kantor pengacara tempat dia bekerja dan bertemu Barack Obama, yang kemudian menjadi suaminya. Pertemuan yang mengubah semua rencana hidupnya. Dalam buku ini, untuk pertama kalinya, Michelle Obama menggambarkan tahun-tahun pertama pernikahannya, ketika dia berjuang menyeimbangkan pekerjaan dan keluarganya dengan karier politik suaminya yang bergerak cepat. Dia juga mengungkap drama pencalonan suaminya sebagai presiden hingga perannya sebagai tokoh yang populer, sekaligus sasaran kritik. Dengan narasi yang anggun, penuh humor, dan keterusterangan, Michelle menuturkan kisah di balik layar kehidupannya selama delapan tahun di Gedung Putih yang membuatnya tak hanya dikenal, tetapi juga semakin mengenal negaranya. Melalui Becoming, sebuah memoar yang jujur dan berani, Michelle Obama menggugah kita untuk bertanya: Who are we and who do we want to become? [Mizan, Noura Books, Nourabooks, Kisah, Klasik, Novel, Memoar, Biografi, Terjemahan, Indonesia]",2019-08-13,Biography & Autobiography,4.35
Triggered,Donald Trump Jr.,"This is the book that the leftist elites don't want you to read: Donald Trump, Jr., exposes all the tricks that the left uses to smear conservatives and push them out of the public square, from online ""shadow banning"" to rampant ""political correctness."" In Triggered, Donald Trump, Jr. exposes all the tricks that the left uses to smear conservatives and push them out of the public square, from online ""shadow banning"" to fake accusations of ""hate speech."" No topic is spared from political correctness. This is the book that the leftist elites don't want you to read! Trump, Jr. writes about the importance of fighting back and standing up for what you believe in. From his childhood summers in Communist Czechoslovakia that began his political thought process, to working on construction sites with his father, to the major achievements of President Trump's administration, Donald Trump, Jr. spares no details and delivers a book that focuses on success, perseverance, and determination.",2019-11-05,Political Science,3.40
The End is Always Near: Apocalyptic Moments from the Bronze Age Collapse to Nuclear Near Misses,Dan Carlin,THE NEW YORK TIMES BESTSELLER,2019-10-29,History,3.78
The Man Who Solved the Market,Gregory Zuckerman,"NEW YORK TIMES BESTSELLER Shortlisted for the Financial Times/McKinsey Business Book of the Year Award The unbelievable story of a secretive mathematician who pioneered the era of the algorithm--and made $23 billion doing it. Jim Simons is the greatest money maker in modern financial history. No other investor--Warren Buffett, Peter Lynch, Ray Dalio, Steve Cohen, or George Soros--can touch his record. Since 1988, Renaissance's signature Medallion fund has generated average annual returns of 66 percent. The firm has earned profits of more than $100 billion; Simons is worth twenty-three billion dollars. Drawing on unprecedented access to Simons and dozens of current and former employees, Zuckerman, a veteran Wall Street Journal investigative reporter, tells the gripping story of how a world-class mathematician and former code breaker mastered the market. Simons pioneered a data-driven, algorithmic approach that's sweeping the world. As Renaissance became a market force, its executives began influencing the world beyond finance. Simons became a major figure in scientific research, education, and liberal politics. Senior executive Robert Mercer is more responsible than anyone else for the Trump presidency, placing Steve Bannon in the campaign and funding Trump's victorious 2016 effort. Mercer also impacted the campaign behind Brexit. The Man Who Solved the Market is a portrait of a modern-day Midas who remade markets in his own image, but failed to anticipate how his success would impact his firm and his country. It's also a story of what Simons's revolution means for the rest of us.",2019-11-05,Business & Economics,4.62
Dear Girls,Ali Wong,"'You'll laugh like a drain' Stylist Dear Girls is Ali Wong's collection of heartfelt and hilarious letters to her daughters covering everything they need to know in life, like the unpleasant details of dating, how to be a working mum in a male-dominated profession and how she trapped their dad. She shares the wisdom she’s learned from a life in comedy and reveals stories from her life off stage, including the brutal single life in New York (and the inevitable confrontation with erectile dysfunction), reconnecting with her roots (and drinking snake blood) in Vietnam and parenting war stories. Ali Wong’s letters are absurdly funny, surprisingly moving and enlightening (and gross) for all.",2019-10-17,Biography & Autobiography,3.00
Permanent Record,Edward Snowden,"NEW YORK TIMES BESTSELLER Edward Snowden, the man who risked everything to expose the US government’s system of mass surveillance, reveals for the first time the story of his life, including how he helped to build that system and what motivated him to try to bring it down. In 2013, twenty-nine-year-old Edward Snowden shocked the world when he broke with the American intelligence establishment and revealed that the United States government was secretly pursuing the means to collect every single phone call, text message, and email. The result would be an unprecedented system of mass surveillance with the ability to pry into the private lives of every person on earth. Six years later, Snowden reveals for the very first time how he helped to build this system and why he was moved to expose it. Spanning the bucolic Beltway suburbs of his childhood and the clandestine CIA and NSA postings of his adulthood, Permanent Record is the extraordinary account of a bright young man who grew up online—a man who became a spy, a whistleblower, and, in exile, the Internet’s conscience. Written with wit, grace, passion, and an unflinching candor, Permanent Record is a crucial memoir of our digital age and destined to be a classic.",2019-09-17,Biography & Autobiography,4.33
The Man Who Solved the Market,Gregory Zuckerman,"NEW YORK TIMES BESTSELLER Shortlisted for the Financial Times/McKinsey Business Book of the Year Award The unbelievable story of a secretive mathematician who pioneered the era of the algorithm--and made $23 billion doing it. Jim Simons is the greatest money maker in modern financial history. No other investor--Warren Buffett, Peter Lynch, Ray Dalio, Steve Cohen, or George Soros--can touch his record. Since 1988, Renaissance's signature Medallion fund has generated average annual returns of 66 percent. The firm has earned profits of more than $100 billion; Simons is worth twenty-three billion dollars. Drawing on unprecedented access to Simons and dozens of current and former employees, Zuckerman, a veteran Wall Street Journal investigative reporter, tells the gripping story of how a world-class mathematician and former code breaker mastered the market. Simons pioneered a data-driven, algorithmic approach that's sweeping the world. As Renaissance became a market force, its executives began influencing the world beyond finance. Simons became a major figure in scientific research, education, and liberal politics. Senior executive Robert Mercer is more responsible than anyone else for the Trump presidency, placing Steve Bannon in the campaign and funding Trump's victorious 2016 effort. Mercer also impacted the campaign behind Brexit. The Man Who Solved the Market is a portrait of a modern-day Midas who remade markets in his own image, but failed to anticipate how his success would impact his firm and his country. It's also a story of what Simons's revolution means for the rest of us.",2019-11-05,Business & Economics,4.62
The Infinite Game,Simon Sinek,"The New York Times-bestselling author of Start With Why, Leaders Eat Last, and Together Is Better offers a bold new approach to business strategy by asking one question: are you playing the finite game or the infinite game? In The Infinite Game, Sinek applies game theory to explore how great businesses achieve long-lasting success. He finds that building long-term value and healthy, enduring growth - that playing the infinite game - is the only thing that matters to your business.",2019-10-15,Business & Economics,4.30
