title,authors,description,average_rating,published_date,categories
Over the Influence,"Joanna ""JoJo"" Levesque","A breathtakingly candid memoir by Joanna ""JoJo"" Levesque, the chart-topping, multi-platinum recording artist behind hits like “Leave (Get Out),” “Too Little, Too Late”, and the Grammy Award-winning ""Say So"" Signed to a major recording deal at just 12 years old, JoJo catapulted to the top of the pop-and-R&B-infused charts in the mid 2000's. The relatability of her youth and the appeal of her cool-girl mystique earned her millions of fans around the world. JoJo was an undeniable superstar and pop culture fixture, spanning roles in major studio films, omnipresence on Top 40 radio, frequenting magazine covers, and appearing on national TV. Then, out of the blue, everything came to a halt and JoJo seemingly stepped out of the spotlight, leaving many fans to wonder: What happened to JoJo? In OVER THE INFLUENCE, JoJo holds nothing back as she brings her against-the-odds story of adversity and triumph to center stage. From being raised by parents who were both battling addiction and depression, to emerging victorious in a never-ending lawsuit with her record label, to putting the fragmented pieces of herself together after a maddening period of rebellion and self-betrayal, she takes the reader through the turbulent years that led her to where she is now: releasing new music under her own imprint, performing in shows and festivals around the world, headlining a Broadway show, and beyond. In this raw, behind-the-scenes look at her life, both personal and professional, JoJo’s unflinching vulnerability allows readers to connect with her on a whole new level through stories of success, heartbreak, redemption, and resilience. More than a victory lap from an artist with over two decades in an ever-changing entertainment industry, OVER THE INFLUENCE is an unapologetic rallying cry to anyone who’s ever been terrified to fail and still said, “Count me in.”",Note non disponible,2024-09-17,Biography & Autobiography
What If We Get It Right?,Ayana Elizabeth Johnson,"“With a thoughtfully curated series of essays, poetry, and conversations, the brilliant scientist and climate expert Ayana Elizabeth Johnson has assembled a group of dynamic people who are willing to imagine what seems impossible, and articulate those visions with enthusiastic clarity.”—Roxane Gay Our climate future is not yet written. What if we act as if we love the future? Sometimes the bravest thing we can do while facing an existential crisis is imagine life on the other side. This provocative and joyous book maps an inspiring landscape of possible climate futures. Through clear-eyed essays and vibrant conversations, infused with data, poetry, and art, Ayana Elizabeth Johnson guides us through solutions and possibilities at the nexus of science, policy, culture, and justice. Visionary farmers and financiers, architects and advocates, help us conjure a flourishing future, one worth the effort it will take—from every one of us, with whatever we have to offer—to create. If you haven’t yet been able to picture a transformed and replenished world—or to see yourself, your loved ones, and your community in it—this book is for you. If you haven’t yet found your role in shaping this new world or you’re not sure how we can actually get there, this book is for you. With grace, humor, and humanity, Johnson invites readers to ask and answer this ultimate question together: What if we get it right? On possibility and transformation with: Paola Antonelli • Xiye Bastida • Jade Begay • Wendell Berry • Régine Clément • Steve Connell • Erica Deeman • Abigail Dillen • Brian Donahue • Jean Flemma • Kelly Sims Gallagher • Rhiana Gunn-Wright • Olalekan Jeyifous • Corley Kenna • Bryan C. Lee Jr. • Franklin Leonard • Adam McKay • Bill McKibben • Kate Marvel • Samantha Montano • Kate Orff • Leah Penniman • Marge Piercy • Colette Pichon Battle • Kendra Pierre-Louis • Judith D. Schwartz • Jigar Shah • Ayisha Siddiqa • Bren Smith • Oana Stănescu • Mustafa Suleyman • Jacqueline Woodson",Note non disponible,2024-09-17,Science
A Return to Common Sense,Leigh McGowan,"A political book for non-political people from viral TikTok sensation PoliticsGirl. Something’s gone wrong in the Land of the Free and the Home of the Brave. We can all feel it, but if we’re being honest, most of us don’t understand it. At the end of the day, we don’t have all the facts, and if you don’t know how something works, how do you fix it? A Return to Common Sense is a concise, no-nonsense, dare we say fun, guide to how America works and a roadmap to reclaiming a government of, by, and for the people. If we truly want to be a land of freedom and opportunity where everyone has a shot at a good life, we must acknowledge the ideals of America are in danger, but worth saving. We fought a revolutionary war for the idea of self-governance and pursuit of happiness—we can’t just give up on it now. To address the crisis, Leigh McGowan offers Six American Principles. Six ideals, rooted in history, that we can all agree make America, America. 1. America is a land of freedom. 2. Everyone should have the opportunity to rise. 3. Every citizen should have a vote, and that vote should count. 4. Representatives should represent the people who elected them. 5. The law applies to all of us. 6. Government should be a force for good. Using the Six Principles as guideposts, this book will lay out suggestions for America, to not only find its way out of the mess it’s currently in, but to set a course for a future of which we can all be truly proud. It’s time to find the courage to step out of our comfort zones and off our team benches to reboot America. If we start here, we start strong. We can fix this, but the way forward starts with understanding.",Note non disponible,2024-09-17,Political Science
Fourth wing - Tome 1,Rebecca Yarros,"Passer toutes les épreuves... ou mourir ! Rien ne prédestinait Violet Sorrengail à être une cavalière. Elle était censée intégrer le quadrant des Scribes et mener une vie tranquille parmi les livres. Elle dont les os sont si fragiles qu’ils peuvent se briser en un instant... Mais aujourd’hui est le jour des conscriptions, et en tant que fille de la Générale - elle-même cavalière et dresseuse de dragons -, Violet n’a d’autre choix que de satisfaire les ordres de sa mère, et de rejoindre les épreuves de sélection pour devenir dragonnière... L’élite de la Navarre ! Pourtant, le simple fait d’envisager s’inscrire à cette compétition lui paraît ridicule... Car les dragons ne se lient pas aux humains « fragiles » : ils les brûlent ! Mais Violet est peut-être la candidate la moins forte physiquement, elle est cependant rusée et rapide. Des qualités indispensables quand on évolue dans un monde sans foi ni loi, où les alliés peuvent vite devenir des ennemis, ou peut-être encore des conquêtes... Violet va vite devoir penser à un plan solide, car cette compétition n’a que deux issues : passer toutes les épreuves ou mourir ! ""Une fantasy comme vous n'en avez jamais lu auparavant."" Jennifer L. Armentrout, auteure #1 New York Times bestseller ""J'ai applaudi, j'ai ri, j'ai souri, j'ai réfusé de poser ce livre."" Lexi Ryan, auteure #1 New York Times bestseller ""Les lecteur.rices seront envoûtés et impatients d'en savoir plus."" Publishers Weekly",Note non disponible,2024-02-07,Fiction
On m'appelle Demon Copperhead,Barbara Kingsolver,"« Déjà, je me suis mis au monde tout seul. Ils étaient trois ou quatre à assister à l’événement, et ils m’ont toujours accordé une chose : c’est moi qui ai dû me taper le plus dur, vu que ma mère était, disons, hors du coup. » Né à même le sol d’un mobil-home au fin fond des Appalaches d’une jeune toxicomane et d’un père trop tôt disparu, Demon Copperhead est le digne héritier d’un célèbre personnage de Charles Dickens. De services sociaux défaillants en familles d’accueil véreuses, de tribunaux pour mineurs au cercle infernal de l’addiction, le garçon va être confronté aux pires épreuves et au mépris de la société à l’égard des plus démunis. Pourtant, à chacune des étapes de sa tragique épopée, c’est son instinct de survie qui triomphe. Demon saura-t-il devenir le héros de sa propre existence ? Comment ne pas être attendri, secoué, bouleversé par la gouaille, lucide et désespérée, de ce David Copperfield des temps modernes ? S’il raconte sans fard une Amérique ravagée par les inégalités, l’ignorance, et les opioïdes – dont les premières victimes sont les enfants –, le roman de Barbara Kingsolver lui redonne toute son humanité. L’auteur de L’Arbre aux haricots et des Yeux dans les arbres signe là un de ses romans les plus forts, couronné par le prestigieux prix Pulitzer et le Women’s prize for fiction. « C'est là une magnifique démonstration de l'art de la narration. La voix de Demon sonne juste et ses péripéties aussi. » Stephen King « Un David Copperfield des Appalaches ... Demon Copperhead réimagine le roman de Dickens dans une Amérique rurale moderne confrontée à la pauvreté et à la crise des opioïdes ... Le roman de Kingsolver vous emporte avec autant de force que l'original. » The New York Times",Note non disponible,2024-01-31,Fiction
The Housemaid Is Watching,Freida McFadden,"A twisting, pulse-pounding thriller from Freida McFadden, the New York Times bestselling author of The Housemaid and The Coworker ""You must be our new neighbors!"" Mrs. Lowell gushes and waves across the picket fence. I clutch my daughter's hand and smile back: but the second Mrs. Lowell sees my husband a strange expression crosses her face. In that moment I make a promise. We finally have a family home. My past is far, far behind us. And I'll do anything to keep it that way... I used to clean other people's houses--now, I can't believe this home is actually mine. The charming kitchen, the quiet cul-de-sac, the huge yard where my kids can play. My husband and I saved for years to give our children the life they deserve. Even though I'm wary of our new neighbor Mrs. Lowell, when she invites us over for dinner it's our chance to make friends. Her maid opens the door wearing a white apron, her hair in a tight bun. I know exactly what it's like to be in her shoes. But her cold stare gives me chills... The Lowells' maid isn't the only strange thing on our street. I'm sure I see a shadowy figure watching us. My husband leaves the house late at night. And when I meet a woman who lives across the way, her words chill me to the bone: Be careful of your neighbors. Did I make a terrible mistake moving my family here? I thought I'd left my darkest secrets behind. But could this quiet suburban street be the most dangerous place of all? From New York Times, USA Today and Wall Street Journal bestselling author Freida McFadden comes the next instalment of the unbelievably twisty, tension-packed and globally bestselling Housemaid series. This book can be enjoyed as a standalone read: and once you start, it will have you up all night racing through the pages until the final explosive twist.",Note non disponible,2024-06-11,Fiction
Daydream,Hannah Grace,"The new novel from the #1 Sunday Times bestselling author of Icebreaker and Wildfire... As a chronic procrastinator, Henry Turner always knew his junior year in college wasn’t going to be easy. That was before he made ice hockey captain as well as landing himself in a difficult class with his least favourite professor. Thankfully, it’s then that Henry meets Halle, a fellow junior who he immediately befriends. Academic pressure has never been a struggle for Halle, but as an introverted people pleaser with a tendency to overcommit herself, she can’t help but offer to help Henry pass his class. In turn he offers to help make college life a little more inspiring – just the thing she needs as an aspiring novelist… Failure isn’t an option for either of them but that doesn’t mean there isn’t a little room for distraction… Not suitable for younger readers.",Note non disponible,2024-08-27,Fiction
The Perfect Son,Freida McFadden,"From Freida McFadden, the New York Times bestselling author of The Housemaid and The Coworker! ""Mrs. Cass, we were hoping your son could answer a few questions about the girl who disappeared last night..."" Erika Cass has a perfect family and a perfect life. Until the evening when two detectives show up at her front door. A high school girl has vanished from Erika's quiet suburban neighborhood. The police suspect the worst--murder. And Erika's teenage son, Liam, was the last person to see the girl alive. Erika has always sensed something dark and disturbed in her seemingly perfect older child. She wants to believe he's innocent, but as the evidence mounts, she can't deny the truth--Liam may have done the unthinkable. Now she must ask herself: How far will she go to protect her son?",Note non disponible,2024,Fiction
The Art Thief,Michael Finkel,"NEW YORK TIMES BEST SELLER • One of the most remarkable true-crime narratives of the twenty-first century: the story of the world’s most prolific art thief, Stéphane Breitwieser. • “The Art Thief, like its title character, has confidence, élan, and a great sense of timing.""—The New Yorker A BEST BOOK OF THE YEAR: The Washington Post, The New Yorker, Lit Hub ""Enthralling."" —The Wall Street Journal In this spellbinding portrait of obsession and flawed genius, the best-selling author of The Stranger in the Woods brings us into Breitwieser’s strange world—unlike most thieves, he never stole for money, keeping all his treasures in a single room where he could admire them. For centuries, works of art have been stolen in countless ways from all over the world, but no one has been quite as successful at it as the master thief Stéphane Breitwieser. Carrying out more than two hundred heists over nearly eight years—in museums and cathedrals all over Europe—Breitwieser, along with his girlfriend who worked as his lookout, stole more than three hundred objects, until it all fell apart in spectacular fashion. In The Art Thief, Michael Finkel brings us into Breitwieser’s strange and fascinating world. Unlike most thieves, Breitwieser never stole for money. Instead, he displayed all his treasures in a pair of secret rooms where he could admire them to his heart’s content. Possessed of a remarkable athleticism and an innate ability to circumvent practically any security system, Breitwieser managed to pull off a breathtaking number of audacious thefts. Yet these strange talents bred a growing disregard for risk and an addict’s need to score, leading Breitwieser to ignore his girlfriend’s pleas to stop—until one final act of hubris brought everything crashing down. This is a riveting story of art, crime, love, and an insatiable hunger to possess beauty at any cost.",Note non disponible,2024-06-25,Biography & Autobiography
The Backyard Bird Chronicles,Amy Tan,"#1 NEW YORK TIMES BESTSELLER • A gorgeous, witty account of birding, nature, and the beauty around us that hides in plain sight, written and illustrated by the best-selling author of The Joy Luck Club • With a foreword by David Allen Sibley “Unexpected and spectacular” —Ann Patchett, best-selling author of These Precious Days ""The drawings and essays in this book do a lot more than just describe the birds. They carry a sense of discovery through observation and drawing, suggest the layers of patterns in the natural world, and emphasize a deep personal connection between the watcher and the watched. The birds that inhabit Amy Tan’s backyard seem a lot like the characters in her novels.” —David Allen Sibley, from the foreword Tracking the natural beauty that surrounds us, The Backyard Bird Chronicles maps the passage of time through daily entries, thoughtful questions, and beautiful original sketches. With boundless charm and wit, author Amy Tan charts her foray into birding and the natural wonders of the world. In 2016, Amy Tan grew overwhelmed by the state of the world: Hatred and misinformation became a daily presence on social media, and the country felt more divisive than ever. In search of peace, Tan turned toward the natural world just beyond her window and, specifically, the birds visiting her yard. But what began as an attempt to find solace turned into something far greater—an opportunity to savor quiet moments during a volatile time, connect to nature in a meaningful way, and imagine the intricate lives of the birds she admired.",Note non disponible,2024-04-23,Nature
Good Lookin' Cookin',"Dolly Parton, Rachel Parton George","You’re invited to pull up a chair to a year of meals, friends, and fun with the Partons, as Dolly and her sister (and favorite cook) Rachel share beloved, crowd-pleasing recipes and family stories. “Hey, good lookin’—what ya got cookin’?” This is what Dolly Parton sings to her sister Rachel Parton George whenever she walks into her kitchen. It’s what you do when a love for good music and good food runs in the family. In Good Lookin’ Cookin’ Dolly and Rachel share tips for hosting events all year long, including twelve multi-course menus of cherished recipes for New Year’s Day, Easter, Mother’s Day, Thanksgiving, Christmas, and more. You’ll learn how much butter or whipped cream goes into a “Dolly Dollop,” what condiment is almost always on the table at Parton family meals, and what special dish Rachel makes at Dolly’s request every year for her birthday. Recipes include American classics such as Country Ham and Biscuits, Barbecue Spare Ribs, Family Favorite Meatloaf, Slaw of Many Colors, Watermelon Fruit Salad, Mac and Cheese, and Strawberry Shortcake. Filled with more than 80 delicious dishes as well as photographs of Dolly and Rachel cooking and hosting all year long, Good Lookin’ Cookin’ is a treasured cookbook that will make you feel like part of the Parton family. With their trademark warmth and sisterly love, Dolly and Rachel remind you that cooking doesn’t need to be serious—it should be fun! And always good lookin’!",Note non disponible,2024-09-17,Cooking
"Good Energy: The Surprising Connection Between Glucose, Metabolism and Limitless Health",Dr. Casey Means,"'The best deep dive into the diseases that plague us all today, and what to do to heal.' Jessie Inchauspe, The Glucose Goddess 'Good Energy is a powerful vision for a brighter future – for both people and the planet.' Jay Shetty 'A tour de force' Dr Mark Hyman",Note non disponible,2024-05-09,Medical
Does This Taste Funny?,"Stephen Colbert, Evie McGee Colbert","Stephen and Evie Colbert invite you to pull up a chair as they share their favorite recipes from family and friends and offer a glimpse of food and fun in their South Carolina home. “Hopefully reading this book and cooking these recipes will feel like hanging out with us at home. We basically live in the kitchen anyway.” —Evie and Stephen Colbert As Evie and Stephen explain it, Does This Taste Funny? had its beginnings in the Covid lockdown. “We were all stuck together and couldn’t go out, so we cooked. We had all three kids back under one roof for the first time in a long time, and we had dinner each night as a family. Cooking together became a major source of entertainment.” Now, the Colberts invite us into their kitchen and around their dining room table. Sharing Stephen and Evie’s favorite recipes, as well as those of their family and friends, this book offers everything from Party Food (called “party food” because “appetizers” implies something to follow when we all know that, often, this is the only course), to Seafood, to Poultry and Meat (“Evie and I have different relationships to meat. I like it. Evie can take it or leave it, and mostly she leaves it.”), to Desserts (“This is one of the largest sections of the book. Evie always reminds me that desserts are a great way to postpone clearing up.”), to Drinks (“I love cocktail hour. It feels like a reward for having gone so long without a cocktail”), all tied together with playful dialogue between Stephen and Evie and gorgeous shots of their food, family, and home.",Note non disponible,2024-09-17,Cooking
The Book of Bill,Alex Hirsch,"Did you miss him? Admit it, you missed him. The demon that terrorized Gravity Falls is back from the great beyond to finally tell his side of the story in The Book of Bill, written by none other than Bill Cipher himself. Inside, Bill sheds light on his bizarre origins, his sinister effects on human history, the Pines family's most embarrassing secrets, and the key to overthrowing the world (laid out in a handy step-by-step guide). This chaotic and beautifully illustrated tome contains baffling riddles, uncrackable ciphers, lost Journal 3 pages, ways to cheat death, the meaning of life, and a whole chapter on Silly Straws. But most importantly, The Book of Bill is deeply, deeply cursed. Alex Hirsch, #1 New York Times bestselling author, resuscitates this infamous villain and invites fans to a Bill's eye view of the Gravity Falls universe. There are many who believe this book is too dangerous for human hands. But if you can't resist, just know this: Once you make a deal with Bill, it's not so easily undone . . . Beware: This book travels to dimensions meant for older readers.",Note non disponible,2024-07-23,Fiction
The Ambitious Kitchen Cookbook,Monique Volz,"The recipe queen, social media star, and beloved blogger behind the popular recipe website AmbitiousKitchen presents over 125 nutrient-dense, flavor-packed recipes for every meal of the day. “Monique effortlessly combines creativity with approachability, ensuring each dish is a success. This book is an instant classic for me!”—Alex Snodgrass, New York Times bestselling author and creator of The Defined Dish Millions of readers know Monique Volz’s website, Ambitious Kitchen, as a go-to resource for inventive, flavorful recipes that are full of nutrition, comfort, and personality. Now, in her debut cookbook, Monique wants others to find their own Ambitious Kitchen and discover their own version of health, bold flavors, and above all, the unique happiness that food can bring to your life. Whether you’re looking for a show-stopping dish to bring to a gathering, a new home-cooked tradition, or a nourishing meal everyone will love, The Ambitious Kitchen Cookbook has the answers. Monique joyfully showcases a balanced approach to health, with comforting, vibrant dishes that are amped up with extra vegetables, protein, and fiber. Wake up and sip on a Glowing Skin Vitamin A Smoothie or bake The Best Cinnamon Rolls You’ll Ever Eat for someone you love. Enjoy nutritious lunches such as Buffalo Chicken Chop Chop Salad or Roasty Toasty Tomato Soup with Herbed Grilled Cheese Naan. Family dinner might look like It’s a Sheet Pan Honey Mustard Chicken, Sweet Potato & Bacon Situation or Pepperoni Pizza Baked Orzo with Basil and Quick Hot Honey on a busy night, or Everyone’s Favorite Baked Chicken Tacos or Marry Me Ropa Vieja for a crowd. And let’s not forget show-stopping desserts like Tahini Pumpkin Cake with Brown Butter Cream Cheese Frosting and outrageously good Double Strawberry Oatmeal Cream Pies (Little Debras). Most recipes include “Make It Your Way” and “Make It Nutrient Dense” tips to customize food to your tastes. And as an added bonus, most can be made gluten-free, dairy-free, or vegan, allowing readers to tailor recipes to their own version of health. As you turn the pages, you’ll find yourself a guest at Monique’s table, enjoying playful, comforting recipes that will impress everyone (including yourself!).",Note non disponible,2024-09-17,Cooking
How to Piss Off Men,Kyle Prue,"BE NO MAN'S PEACE. Have you ever been badgered by an annoying pick-up artist at the bar? Ever felt a burning desire to emotionally torture a friend's boyfriend in an act of revenge? Have you ever endured just talking to a man before? If so, then this book is for you. With more than 100 phrases, questions, and comebacks, How to Piss Off Men is your essential guide to sending even the most relentless mansplainer into an existential crisis. Whether it's referring to his expensive NFL jersey as ""cosplay"" or letting him know he has the confidence of a much taller man, this handbook will ensure you're equipped to combat toxic masculinity in any situation.* * The advice in this book has been thoroughly tested for effectiveness. Even on the author, bless his heart.",Note non disponible,2024,Humor
The Dragon's Prophecy,Jonathan Cahn,"Just when you thought Jonathan Cahn’s books couldn’t get more explosive, comes … THE DRAGON’S PROPHECY: Israel, the Dark Resurrection, and the End of Days. Is there more to the world than meets our eyes – another realm that’s transforming our world at this very moment? Is there an ancient vision that unlocks what is really happening to our world and what is yet to come? A dangerous force from ancient times that is now operating in the world and determining the course of world events? Did a three-thousand-year old mystery actually foretell the invasion of Israel by Hamas down to the year – and even the exact date? Is there a secret to the Book of Revelation that actually reveals what is taking place right now? After eight New York Times bestsellers, Jonathan Cahn NOW releases his newest stunning blockbuster…. THE DRAGON’S PROPHECY: Israel, the Dark Resurrection, and the End of Days. For the first time ever, Jonathan Cahn will open up End-Time Prophecy to reveal the mysteries behind the End of the Age and what is now happening before our eyes - even the hidden keys to victory in the light of what’s coming – and how to overcome your Dragon! THE DRAGON’S PROPHECY will reveal… The long-hidden secret of the Last Days The Dark Resurrection The Colors of the Apocalypse The Return of the Sea People The Day of the Dragon The Black Sabbath The Inverted Angel The Revenge of the Three Thousand The 2,315th Day The Secret on the Mount The Invaders The Beast And much, much, more! What does the future hold? What do you need to know and do? And what about the Dragon? THE DRAGON’S PROPHECY – Israel, The Dark Resurrection, and the End of Days It will change the way you see the world. It will open your eyes and blow your mind! THE DRAGON’S PROPHECY - the book you can’t afford Not to read!",Note non disponible,2024-09-03,Religion
The New Menopause,Mary Claire Haver,"THE INSTANT NUMBER ONE NEW YORK TIMES BESTSELLER Menopause is inevitable. Suffering through it is not. This is the empowering approach that pioneering women’s health advocate Dr Mary Claire Haver takes for women in the midst of hormonal change in The New Menopause. A comprehensive, authoritative book of science-backed information and lived experience, it covers every woman's needs, including: Changes in your appearance and sleep patterns, neurological, musculoskeletal, psychological and sexual issues, and a comprehensive A to Z toolkit of science-backed options for coping with symptoms. What to do to mediate the risks associated with your body's natural drop in oestrogen production, including for diabetes, dementia, Alzheimer’s, osteoporosis, cardiovascular disease and weight gain. How to advocate for yourself and prepare for visits to the doctor, including questions to ask and how to insist on whole-life care. The very latest research on the benefits and side effects of hormone replacement therapy. Arming women with the power to secure vibrant health and well-being for the rest of their lives, The New Menopause is sure to become the bible of midlife wellness for present and future generations.",Note non disponible,2024-07-04,Health & Fitness
Practicing the Way,John Mark Comer,"NEW YORK TIMES BESTSELLER • The author of The Ruthless Elimination of Hurry calls us to rediscover the path that leads to a deeper life with God. “One of the most important books I have read in a decade . . . If we would all follow in this way, our lives would change and the world would change.”—Jennie Allen, author of Get Out of Your Head and Find Your People We are constantly being formed by the world around us. To be formed by Jesus will require us to become his apprentice. To live by what the first Christian disciples called a Rule of Life—a set of practices and relational rhythms that slow us down and open up space in our daily lives for God to do what only God can do—transforms the deepest parts of us to become like him. This introduction to spiritual formation is full of John Mark Comer’s trademark mix of theological substance and cultural insight as well as practical wisdom on developing your own Rule of Life. These ancient practices have much to offer us. By learning to rearrange our days, we can follow the Way of Jesus. We can be with him. Become like him. And do as he did.",Note non disponible,2024-01-16,Religion
When We Flew Away,Alice Hoffman,Description non disponible,Note non disponible,2024,Catégorie non disponible
The Leadership Journey,Doris Kearns Goodwin,"From #1 New York Times bestselling author, Pulitzer Prize winner, and leading historian Doris Kearns Goodwin comes a definitive middle grade guide to Presidents Abraham Lincoln, Theodore Roosevelt, Franklin D. Roosevelt, and Lyndon B. Johnson and how they became leaders. Abraham Lincoln. Theodore Roosevelt. Franklin Delano Roosevelt. Lyndon B. Johnson. They grew up and lived in very different worlds—Lincoln was poor and uneducated, his frontier cabin home deep in the harsh wilderness; Theodore Roosevelt hailed from an elegant home in the heart of New York City and traveled the world with his family; Franklin Roosevelt loved the outdoors surrounding his family’s rural estate where he was the center of attention; and Lyndon Johnson’s modest childhood home had no electricity or running water but provided a window into Texas politics. So how did each of them do it—rise to become President of the United States? What did these four kids have individually—and have in common—that made them the ones to lead the country through some of its most turbulent times?",Note non disponible,2024-09-10,Juvenile Nonfiction
Speaking of America,Jared Cohen,"""This is a nonfiction picture book that unpacks quotes from all 45 American presidents, contextualizing them and explaining not only what they mean but also the impact they had on United States and world history""--",Note non disponible,2024-09-10,History
Greeking Out Heroes and Olympians,"Kenny Curtis, Jillian Hughes","Oh, Muses! Get ready for 20 brand-new, tongue-in-cheek tales from Greek mythology, as told by the team behind the smash hit podcast and New York Times best-selling book Greeking Out. Want to know the greatest feats and the funniest secrets of the gods and heroes of Greek mythology? You're in the right place. Told in the hilarious, kid-friendly voice that's sent the Greeking Out podcast to the top of the charts, these stories of heroic victories, perilous adventures, and plain old mischief are sure to delight kids and adults alike. Plus, fans of the Percy Jackson series will love discovering the real myths behind their favorite (and least favorite) characters. In this book, you'll encounter a god kidnapped by pirates, sheep used as camouflage, a super-shiny fleece, some dangerous metalworking, the world's most perfect animal, a really heavy boulder, and much more. Dynamic, playful illustrations coupled with laugh-out-loud storytelling and real information about ancient Greece--delivered by the all-knowing Oracle of Wi-Fi--make this collection of fabulous fables an essential addition to your library. Complete your collection with Greeking Out: Epic Retellings of Classic Greek Myths.",Note non disponible,2024-09-17,Juvenile Nonfiction
Mouse and His Dog,"Katherine Applegate, Gennifer Choldenko","From beloved authors Katherine Applegate and Gennifer Choldenko, Mouse and His Dog is an uplifting story and a page-turning adventure. Dogtown is a shelter for stray dogs, misbehaving dogs, and discarded robot dogs, whose owners have outgrown them. Buster is a big-hearted dog who couldn't attract more trouble if he tried. Stewie is a huge, loveable dog whose ex-owner said he was mean. And Mouse is a mouse, who has the run of Dogtown and happens to be Buster's best friend in the world. Determined to help Buster find his forever home, Mouse, Stewie, Buster and a robot-dog called Smokie embark on a bold quest in search of the perfect family. With peril, adventure and lots of laughter along the way.",Note non disponible,2024-09-19,Juvenile Fiction
The Sherlock Society,James Ponti,"Twelve-year-old Alex Sherlock, his thirteen-year-old sister Zoe, and their friends Lina and Yadi decide to spend their summer in Miami investigating the many ""cold cases"" their grandfather accumulated during his years as a reporter--first up, Al Capone and a buried treasure.",Note non disponible,2024-09-03,Juvenile Fiction
Knight Owl and Early Bird,Christopher Denise,"Owl, captain of the Knight Watch, is dismissive of Early Bird, an energetic and talkative bird who aspires to be a Knight Owl until her bravery shines through during a wolf attack.",Note non disponible,2024,Juvenile Fiction
5 More Sleeps ‘til Halloween,Jimmy Fallon,"Host of NBC's The Tonight Show and #1 New York Times-bestselling author Jimmy Fallon returns with this exciting countdown to Halloween picture book. It’s 5 more sleeps ‘til Halloween! That spooky time of year. Where all of the ghosts are wide awake As nighttime’s drawing near. The excitement leading up to spooky season has been enjoyed by so many for so long. Filled with costumes, candy, and big scares! But why not make the last few days before Halloween even more exciting by counting how many sleeps until trick-or-treat night? Paired with the eerie artwork of Rich Deas, fans will enjoy the humor of Jimmy Fallon as he prepares readers for the most spinetingling week of the year—5 More Sleeps ‘til Halloween.",Note non disponible,2024-09-03,Juvenile Fiction
The Powerless & Reckless Collection (Boxed Set),Lauren Roberts,"The first two novels in the New York Times bestselling Powerless romantic fantasy series packed with spicy tension and edge-of-your-seat betrayal are now available together in one collectible hardcover boxed set—perfect for fans of Sarah J. Maas and The Red Queen. She is the very thing he’s spent his whole life hunting. He is the very thing she’s spent her whole life pretending to be. Only the extraordinary belong in the kingdom of Ilya—the exceptional, the empowered, the Elites. The powers these Elites have possessed for decades were graciously gifted to them by the Plague, though not all were fortunate enough to both survive the sickness and reap the reward. Those born Ordinary are just that—ordinary. And when the king decreed that all Ordinaries be banished to preserve his Elite society, lacking an ability suddenly became a crime—making Paedyn Gray a felon by fate and a thief by necessity. Surviving in the slums as an Ordinary is no simple task, and Paedyn knows this better than most. Having been trained by her father to be keenly observant since she was a child, Paedyn poses as a Psychic in the crowded city, blending in with the Elites as best she can to stay alive and out of trouble…easier said than done. When Paeydn unsuspectingly saves one of Ilya’s princes, she finds herself thrown into the Purging Trials. The brutal competition exists to showcase the Elites’ powers—the very thing Paedyn lacks. If the Trials and the opponents within them don’t kill her, the prince she’s fighting feelings for certainly will if he discovers what she is…completely Ordinary. But even once her secret gets out, Pae’s fate seems hopelessly intertwined with Kai’s—for better or worse. This swoon-worthy hardcover boxed set includes: Powerless Reckless",Note non disponible,2024-10-01,Young Adult Fiction
Boys of Tommen #1 : Binding 13,Chloe Walsh,""" Il n'avait qu'une obsession : le rugby. Avant elle. Elle ne désirait qu'une chose : survivre. Avant lui. "" Johnny Kavanagh a tout pour lui. Sur un terrain de rugby, il est une force avec laquelle il faut compter. Prêt pour la célébrité, il se dirige tout droit vers le sommet. Rien ne peut se mettre en travers de son chemin, n'est-ce pas ? Pas même la nouvelle fille timide du lycée Tommen. Celle avec des yeux tristes et qui cache ses bleus. La vie n'a jamais été facile pour Shannon Lynch. Brimée et torturée, elle arrive en cours d'année au lycée Tommen, priant pour un nouveau départ. Dès son premier jour dans cette prestigieuse école, elle entre en contact avec le mélancolique Johnny Kavanagh. Entamant une amitié compliquée et luttant contre leur indéniable alchimie, Johnny et Shannon n'auraient jamais pu prévoir les obstacles qui menaceront leur relation naissante...",Note non disponible,2024-09-12,Fiction
