title,authors,description,published_date,categories,goodreads_rating
The Stories We Tell,Joanna Gaines,"AN INSTANT NEW YORK TIMES BESTSELLER Imagine if all the worn-out, untrue, painful chapters of our lives started to quiet, and the beautiful, unique pieces of who we are were to rise. Imagine if the stories we tell brought us back to our true selves, back to one another. Imagine if they spoke of how we loved and lost and tried our best. How we saw it all, even the parts that hurt. Joanna Gaines' new book, The Stories We Tell, invites us on an authentic and deeply vulnerable journey into her story—and helps shine a light on the beauty of our own—guiding us to release the weights that hold us back so we may live and share our story in truth. We've all dropped anchor in places that suited us for a time: a city, a perspective, a lie we mistook as truth. This book is an invitation to a kind of life where you know how to hold what you believe—about yourself and the quiet worlds behind the people you pass—with gracious and open hands. To see your story as greater than any past or future thing, but for all the beauty and joy and hope it holds today. It’s an invitation to take stock of the chapters you’ve lived—the good and the bad, the beautiful and the ugly—glean what’s gold, and carry only that forward. Let it slow your feet and steady your life-in-motion so you can see where you stand today from a new point of view. No longer through weary or uncertain eyes, but a lens brimming with hope. ————— ""The only way to break free was to rewrite my story. Because something would happen every time my pen stopped: It was like my soul was coming back to my body. Like the deepest parts of me that got knocked around and drowned out by all the crap I let the world convince me about who I was came back to the surface. And what was left was only what was real and true. I was, finally, standing in the fullness of my story. I felt hopeful. I felt full. Our story may crack us open, but it also pieces us back together. We all have a story to tell. This happens to be mine—every chapter a window into who I am, the journey I’m on, and the season I’m in right now. Because this is my story, maybe you won’t always relate, or maybe it will feel like you’re looking in a mirror. Whatever we have in common and whatever differences lie between us, I only hope my story can help shine a light on the beauty of yours. That my own soul work will stir something of your own. And that by the time you get to the end of my story, you’re also holding the beautiful beginnings of your own. A story only you can tell. And I hope that you will."" -Joanna",2022-11-08,Biography & Autobiography,3.82
Smitten Kitchen Keepers,Deb Perelman,"NEW YORK TIMES BEST SELLER • A BON APPETIT and EPICURIOUS BEST BOOK OF THE YEAR • The long-awaited new book from the best-selling and beloved author of The Smitten Kitchen Cookbook and Smitten Kitchen Every Day—a collection of essential recipes for meals you'll want to prepare again and again, from Cozy Chicken and Dumplings to Fettuccine with White Ragú, and from Chocolate Peanut Butter Cup Cookies to Strawberry Summer Stack Cake. Deb Perelman is the author of two best-selling cookbooks; one of the internet's most successful food bloggers; the creator of a homegrown brand with more than a million Instagram followers; and the self-taught cook with the tiny kitchen who obsessively tests her recipes to make sure that no bowls are wasted and that the results are always worth the effort. Here, in her third book, Smitten Kitchen Keepers: New Classics for Your Forever Files, Perelman gives us 100 recipes (including a few favorites from her site) that aim to make shopping easier, preparation more practical and enjoyable, and food more reliably delicious for the home cook. What's a keeper? a full-crunch cucumber salad you'll want to make over and over again for lunch a tomato and corn cobbler that tastes like summer sunshine an epic deep-dish broccoli cheddar quiche that even quiche skeptics love a slow-roasted chicken on a bed of unapologetically schmaltzy croutons a butterscotched apple crisp that will ruin you for all others perfect spaghetti and meatballs, better than ever Deb's ultimate pound cake, one to redeem all the sleepy ones you've eaten over the years These are the fail-safe, satisfying recipes you’ll rely on for years to come—from Perelman’s forever files to yours.",2022-11-15,Cooking,4.34
The Subtle Art of Not Giving a F*ck Journal,Mark Manson,"From New York Times bestseller author Mark Manson, comes an irreverent, interactive journal based on the internationally bestselling phenomenon The Subtle Art of Not Giving A F*ck and the New York Times bestseller Everything is F*cked, providing questions and sharp insights in his inimitable voice.",2022-05-03,Catégorie non disponible,3.81
Odder,Katherine Applegate,"A touching and lyrical tale about a remarkable sea otter, from Newbery Medalist Katherine Applegate, author of Wishtree. Meet Odder, the Queen of Play: Nobody has her moves. She doesn't just swim to the bottom, she dive-bombs. She doesn't just somersault, she triple-doughnuts. She doesn't just ride the waves, she makes them. Odder spends her days off the coast of central California, practising her underwater acrobatics and spinning the quirky stories for which she's known. She's a fearless daredevil, curious to a fault. But when Odder comes face-to-face with a hungry great white shark, her life takes a dramatic turn, one that will challenge everything she believes about herself – and about the humans who hope to save her. Inspired by the true story of a Monterey Bay Aquarium program that pairs orphaned otter pups with surrogate mothers, this poignant and humorous tale told in free verse examines bravery and healing through the eyes of one of nature's most beloved and charming animals.",2022-09-20,Juvenile Fiction,4.00
Two Degrees,Alan Gratz,"The instant #1 New York Times bestseller! #1 New York Times bestselling author Alan Gratz (Refugee; Ground Zero) is back, tackling the urgent topic of climate change in this breathtaking, action-packed novel that will keep readers turning pages while making their own plans to better the world. Fire. Ice. Flood. Three climate disasters. Four kids fighting for their lives. Akira is riding her horse in the California woods when a wildfire sparks--and grows scarily fast. How can she make it to safety when there are flames everywhere? Owen and his best friend, George, are used to seeing polar bears on the snowy Canadian tundra. But when one bear gets way too close for comfort, do the boys have any chance of surviving? Natalie hunkers down at home as a massive hurricane barrels toward Miami. When the floodwaters crash into her house, Natalie is dragged out into the storm--with nowhere to hide. Akira, Owen, George, and Natalie are all swept up in the devastating effects of climate change. They are also connected in ways that will shock them--and could alter their destinies forever. Bestselling author Alan Gratz is at the top of his game, shining a light on our increasingly urgent climate crisis while spinning an action-packed story that will keep readers hooked--and inspire them to take action.",2022-10-04,Juvenile Fiction,3.89
The Door of No Return,Kwame Alexander,"From the Newbery Medal and Coretta Scott King Award winning author Kwame Alexander, comes the first book in a searing, breathtaking trilogy that tells the story of a boy, a village, and the epic odyssey of an African family. In his village in Upper Kwanta, 11-year-old Kofi loves his family, playing oware with his grandfather and swimming in the river Offin. He’s warned though, to never go to the river at night. His brother tells him ”There are things about the water you do not know. “ Like what? Kofi asks. “The beasts.” His brother answers. One fateful night, the unthinkable happens and in a flash, Kofi’s world turns upside down. Kofi soon ends up in a fight for his life and what happens next will send him on a harrowing journey across land and sea, and away from everything he loves. This spellbinding novel by the author of The Crossover and Booked will take you on an unforgettable adventure that will open your eyes and break your heart. The Door of No Return is an excellent choice for independent reading, sharing in the classroom, book groups, and homeschooling. An instant #1 New York Times Bestseller!",2022-09-27,Juvenile Fiction,3.81
The Sour Grape,Jory John,"Don’t miss the sixth picture book in the #1 New York Times bestselling Food Group series that’s ripe with humor from Jory John and Pete Oswald! The Sour Grape holds grudges for every reason under the sun. Lime never returned a scarf they borrowed? Grudge! Orange never called back? Grudge! But when a friend holds a grudge against the Sour Grape without listening to an explanation, the Sour Grape realizes how unfair grudges can be. Could a bunch of forgiveness and compassion be enough to turn a sour grape sweet? Jory John and Pete Oswald serve up another heaping plate of laughs and lessons with this empowering, witty, and charming addition to their #1 New York Times bestselling series! Check Out Jory John and Pete Oswald’s other funny bestselling books for kids 4-8 and anyone who wants a laugh: The Bad Seed The Good Egg The Cool Bean The Couch Potato The Smart Cookie The Good Egg Presents: The Great Eggscape! The Bad Seed Presents: The Good, the Bad, the Spooky! The Cool Bean Presents: As Cool As It Gets! That’s What Dinosaurs Do",2022-11-01,Juvenile Fiction,4.41
Memories and Life Lessons from the Magic Tree House,Mary Pope Osborne,"Celebrate the 30th anniversary of the #1 New York Times bestselling series with heartfelt advice from Mary Pope Osborne's own life and her magical adventures with Jack and Annie—perfect for Magic Tree House fans of all ages! Look for heroes, far and near. Give your gifts to the world. Have compassion for all creatures. These are just a few of the lessons that Magic Tree House fans will learn on their magical journey through this book. With quotes from the series and classic art by Sal Murdocca, Mary Pope Osborne, beloved author of the #1 bestselling Magic Tree House series, shares the wisdom she's gained from her own childhood and thirty years of whisking Jack and Annie away in the magic tree house.",2022-09-06,Juvenile Nonfiction,4.17
The Summer I Turned Pretty,Jenny Han,"Belly has spent her summers at the beach house with Conrad and Jeremiah, who had never noticed her noticing them. Every summer Belly hoped it would be different. This time, it is. The summer that Belly turns pretty is the summer that changes everything--for better and for worse.",2022-05-31,Young Adult Fiction,3.76
Long Live the Pumpkin Queen,Shea Ernshaw,"Saddled with queenly duties after marrying her one true love, Sally Skellington wonders if she traded one captivity for another until she finds a long-hidden doorway to an ancient realm putting everything into perspective.",2022-08-02,Young Adult Fiction,3.73
Five Survive,Holly Jackson,"#1 NEW YORK TIMES BESTSELLER • From the author of the multimillion-copy bestselling A Good Girl’s Guide to Murder series comes a new blockbuster thriller about a road trip that turns deadly. Eight hours. Six friends. Five survive. Red Kenny is on a road trip for spring break with five friends: Her best friend - the older brother - his perfect girlfriend - a secret crush - a classmate - and a killer. When their RV breaks down in the middle of nowhere with no cell service, they soon realize this is no accident. They have been trapped by someone out there in the dark, someone who clearly wants one of them dead. With eight hours until dawn, the six friends must escape, or figure out which of them is the target. But is there a liar among them? Buried secrets will be forced to light and tensions inside the RV will reach deadly levels. Not all of them will survive the night. . . . With edge-of-your-seat tension and a gripping mystery, Holly Jackson has written another instant classic!",2022-11-29,Young Adult Fiction,3.82
The First to Die at the End,Adam Silvera,"In this prequel to the NO. 1 INTERNATIONAL BESTSELLING phenomenon of TIKTOK fame, They Both Die at the End, two new strangers spend a life-changing day together after Death-Cast make their first fateful calls. ‘If They Both Die at the End broke your heart and put it back together again, be prepared for this novel to do the same. A tender, sad, hopeful and youthful story that deserves as much love as its predecessor.’ Culturefly '[A] heart-pounding story [full] of emotion and suspense.' Kirkus 'An extraordinary book with a riveting plot.' Booklist Meet Orion and Valentino. It’s the night before Death-Cast goes live, and there’s one question on everyone’s mind: Can Death-Cast actually predict death, or is it an elaborate hoax? Orion Pagan has waited years for someone to tell him that he’s going to die, given his serious heart condition. Valentino Prince has a long and promising future ahead of him and only registered for Death-Cast after his twin sister nearly died in a car accident. Orion and Valentino cross paths in Times Square and immediately feel a deep connection. But when the first End Day calls go out, their lives are changed for ever – one of them receives a call . . . the other doesn’t. Told with acclaimed author Adam Silvera’s signature bittersweet touch, this story celebrates the lasting impact that people have on each other and proves that life is always worth living to the fullest. PRAISE FOR ADAM SILVERA: 'There isn't a teenager alive who won't find their heart described perfectly on these pages.' Patrick Ness, author of The Knife of Never Letting Go 'Adam Silvera is a master at capturing the infinite small heartbreaks of love and loss and grief.' Nicola Yoon, author of Everything, Everything 'A phenomenal talent.' Juno Dawson, author of Clean and Wonderland 'Bold and haunting.' Lauren Oliver, author of Delirium",2022-10-04,Young Adult Fiction,3.88
A Thousand Heartbeats,Kiera Cass,#1 New York Times bestselling author of The Selection series Kiera Cass is back with her most epic novel yet – a sweeping enemies-to-lovers standalone romance. ‘Love has a sound. It sounds like a thousand heartbeats happening at the same time.’,2022-12-08,Young Adult Fiction,3.91
Family of Liars,E. Lockhart,"#1 NEW YORK TIMES BESTSELLER • The addictive prequel to the TikTok phenomenon We Were Liars: the story of another summer, another generation—and the secrets that will haunt them for decades to come. ""I anticipated that at some point a shocking twist would come. And, wow, does it ever."" —The New York Times ""A perfect beach read."" —The Boston Globe A windswept private island off the coast of Massachusetts. A hungry ocean, churning with secrets and sorrow. A fiery, addicted heiress. An irresistible, unpredictable boy. A summer of unforgivable betrayal and terrible mistakes. Welcome back to the Sinclair family. They were always liars.",2022-05-03,Young Adult Fiction,3.00
Loveless - édition française,"Alice OSEMAN, Valérie Drouet","Georgia n’a jamais été amoureuse, n’a jamais embrassé qui que ce soit. Elle n’a même jamais eu de crush. Mais en tant que romantique endurcie passionnée de fan-fictions, elle est persuadée qu’elle finira par trouver LA bonne personne. Alors qu’elle commence l’université aux côtés de ses meilleurs amis Pip et Jason, Georgia est fin prête à trouver l’amour. Et avec une colocataire extravertie et une place à la Shakespeare Society, son rêve semble sur le point de se réaliser. Or lorsque ses désirs de romance sèment la pagaille au sein de ses amis, Georgia se retrouve embourbée dans sa propre tragédie. Elle commence à se demander pourquoi l’amour paraît si simple pour les autres et pas pour elle. Avec un nouveau vocabulaire jeté à ses pieds - asexuelle, aromantique -, Georgia est plus incertaine que jamais face à ses sentiments. Est-elle vraiment destinée à rester sans amour ? Ou s’est-elle trompée de voie depuis le début ?",2022-01-19,Juvenile Fiction,4.20
Bloodmarked,Tracy Deonn,"""When the leaders of the Order reveal that they will do everything in their power to keep the approaching demon war a secret, Bree and her friends go on the run so she can learn how to control her devastating new powers.""--",2022-11-08,Juvenile Fiction,3.77
Fairy Tale,Stephen King,"From legendary storyteller Stephen King, comes this No. 1 Sunday Times bestseller, now with a stunning new cover look for Summer 2024. WELCOME TO THE DARK SIDE OF HAPPILY EVER AFTER Charlie Reade looks like a regular high school kid, great at baseball and football, a decent student. But when Charlie is seventeen, he meets a dog named Radar and her aging master, Howard Bowditch, a recluse in a big house at the top of a big hill, with a locked shed in the backyard. When Bowditch dies, he leaves Charlie a cassette tape telling a story no one would believe - inside the shed is a portal to another world. Stephen King goes into the deepest well of his imagination in this spellbinding novel about a seventeen-year-old boy who inherits the keys to a parallel world where good and evil are at war, and the stakes could not be higher - for their world or ours.",2022-09-06,Fiction,4.16
It Starts with Us,Colleen Hoover,"Before It Ends with Us, it started with Atlas. Colleen Hoover tells fan favorite Atlas’s side of the story and shares what comes next in this long-anticipated sequel to the “glorious and touching” (USA TODAY) #1 New York Times bestseller and major motion picture It Ends with Us. Lily and her ex-husband, Ryle, have just settled into a civil coparenting rhythm when she suddenly bumps into her first love, Atlas, again. After nearly two years separated, she is elated that for once, time is on their side, and she immediately says yes when Atlas asks her on a date. But her excitement is quickly hampered by the knowledge that, though they are no longer married, Ryle is still very much a part of her life—and Atlas Corrigan is the one man he will hate being in his ex-wife and daughter’s life. Switching between the perspectives of Lily and Atlas, It Starts with Us picks up right where the epilogue for the “gripping, pulse-pounding” (Sarah Pekkanen, author of Perfect Neighbors) bestselling phenomenon It Ends with Us left off. Revealing more about Atlas’s past and following Lily as she embraces a second chance at true love while navigating a jealous ex-husband, it proves that “no one delivers an emotional read like Colleen Hoover” (Anna Todd, New York Times bestselling author).",2022-10-18,Fiction,3.7
The Lost Metal,Brandon Sanderson,"Return to #1 New York Times bestseller Brandon Sanderson’s Mistborn world of Scadrial as its second era, which began with The Alloy of Law, comes to its earth-shattering conclusion in The Lost Metal. For years, frontier lawman turned big-city senator Waxillium Ladrian has hunted the shadowy organization the Set—with his late uncle and his sister among their leaders—since they started kidnapping people with the power of Allomancy in their bloodlines. When Detective Marasi Colms and her partner Wayne find stockpiled weapons bound for the Outer City of Bilming, this opens a new lead. Conflict between Elendel and the Outer Cities only favors the Set, and their tendrils now reach to the Elendel Senate—whose corruption Wax and Steris have sought to expose—and Bilming is even more entangled. After Wax discovers a new type of explosive that can unleash unprecedented destruction and realizes that the Set must already have it, an immortal kandra serving Scadrial’s god, Harmony, reveals that Bilming has fallen under the influence of another god: Trell, worshipped by the Set. And Trell isn’t the only factor at play from the larger Cosmere—Marasi is recruited by offworlders with strange abilities who claim their goal is to protect Scadrial...at any cost. Wax must choose whether to set aside his rocky relationship with God and once again become the Sword that Harmony has groomed him to be. If no one steps forward to be the hero Scadrial needs, the planet and its millions of people will come to a sudden and calamitous ruin. Other Tor books by Brandon Sanderson The Cosmere The Stormlight Archive The Way of Kings Words of Radiance Edgedancer (novella) Oathbringer Dawnshard (novella) Rhythm of War The Mistborn Saga The Original Trilogy Mistborn The Well of Ascension The Hero of Ages Wax and Wayne The Alloy of Law Shadows of Self The Bands of Mourning The Lost Metal Other Cosmere novels Elantris Warbreaker Tress of the Emerald Sea Yumi and the Nightmare Painter The Sunlit Man Collection Arcanum Unbounded: The Cosmere Collection The Alcatraz vs. the Evil Librarians series Alcatraz vs. the Evil Librarians The Scrivener's Bones The Knights of Crystallia The Shattered Lens The Dark Talent Bastille vs. the Evil Librarians (with Janci Patterson) Other novels The Rithmatist Legion: The Many Lives of Stephen Leeds The Frugal Wizard’s Handbook for Surviving Medieval England Other books by Brandon Sanderson The Reckoners Steelheart Firefight Calamity Skyward Skyward Starsight Cytonic Skyward Flight (with Janci Patterson) Defiant At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",2022-11-15,Fiction,3.84
Desert Star,Michael Connelly,"THE WORLDWIDE #1 BESTSELLER BEHIND AMAZON PRIME'S BOSCH AND NETFLIX'S THE LINCOLN LAWYER SOME CRIMES YOU CAN'T FORGET. Detective Renée Ballard is given the chance of a lifetime: revive the LAPD's cold case unit and find justice for the families of the forgotten. The only catch is they must first crack the unsolved murder of the sister of the city councilman who is sponsoring the department - or lose everything... OTHERS YOU CAN'T FORGIVE. Harry Bosch is top of the list of investigators Ballard wants to recruit. The former homicide detective is a living legend - but for how long? Because Bosch has his own agenda: a crime that has haunted him for years - the murder of a whole family, buried out in the desert - which he vowed to close. WHAT WOULD YOU DO IF YOU KNEW WHO DID IT? With the killer still out there and evidence elusive - Bosch is on a collision course with a choice he hoped never to make... * * * * * CRIME DOESN'T COME BETTER THAN CONNELLY: 'The pre-eminent detective novelist of his generation' IAN RANKIN 'The best mystery writer in the world' GQ 'One of the greatest crime writers' DAILY MAIL 'A superb natural storyteller' LEE CHILD 'A master' STEPHEN KING 'A genius' INDEPENDENT ON SUNDAY 'Crime thriller writing of the highest order' GUARDIAN 'A terrific writer with pace, style and humanity to spare' THE TIMES 'America's greatest living crime writer' DAILY EXPRESS 'One of the great storytellers of crime fiction' SUNDAY TELEGRAPH",2022-11-08,Fiction,4.50
The Boys from Biloxi,John Grisham,"#1 NEW YORK TIMES BESTSELLER • Two families. One courtroom showdown. • John Grisham’s most gripping thriller yet. • “A legal literary legend.” —USA Today John Grisham returns to Mississippi with the riveting story of two sons of immigrant families who grow up as friends, but ultimately find themselves on opposite sides of the law. Grisham’s trademark twists and turns will keep you tearing through the pages until the stunning conclusion. For most of the last hundred years, Biloxi was known for its beaches, resorts, and seafood industry. But it had a darker side. It was also notorious for corruption and vice, everything from gambling, prostitution, bootleg liquor, and drugs to contract killings. The vice was controlled by small cabal of mobsters, many of them rumored to be members of the Dixie Mafia. Keith Rudy and Hugh Malco grew up in Biloxi in the sixties and were childhood friends, as well as Little League all-stars. But as teenagers, their lives took them in different directions. Keith’s father became a legendary prosecutor, determined to “clean up the Coast.” Hugh’s father became the “Boss” of Biloxi’s criminal underground. Keith went to law school and followed in his father’s footsteps. Hugh preferred the nightlife and worked in his father’s clubs. The two families were headed for a showdown, one that would happen in a courtroom. Life itself hangs in the balance in The Boys from Biloxi, a sweeping saga rich with history and with a large cast of unforgettable characters. Don’t miss John Grisham’s new book, THE EXCHANGE: AFTER THE FIRM!",2022-10-18,Fiction,3.60
No Plan B,"Lee Child, Andrew Child","The gripping new Jack Reacher thriller from the No.1 bestselling authors Lee Child and Andrew Child. When your name is Jack Reacher, the truth is always worth doing time for. Gerrardsville, Colorado. One tragic event. Two witnesses. Two conflicting accounts. One witness sees a woman throw herself in front of a bus - clearly suicide. The other witness is Jack Reacher. And he sees what really happened - a man in grey hoodie and jeans, swift and silent as a shadow, pushing the victim to her death, before grabbing her bag and sauntering away. Reacher follows the killer, not knowing that this was no random act of violence. It is part of something much bigger...a sinister, secret conspiracy, with powerful people on the take, enmeshed in an elaborate plot that leaves no room for error. If any step is compromised, the threat will have to be quickly and permanently removed. Because when the threat is Reacher, there is No Plan B... 'Perfectly plotted, with bigger twists than ever before' KARIN SLAUGHTER 'The world's favourite hero packs an even harder punch than ever' PETER JAMES Although the Jack Reacher novels can be read in any order, No Plan B is the 27th book in the internationally bestselling series. And be sure not to miss Reacher's newest adventure, no.29, In Too Deep! **AVAILABLE FOR PRE-ORDER NOW** No Plan B was a No. 1 Sunday Times bestseller in May 2023.",2022-10-25,Fiction,3.98
The Choice,Nora Roberts,"The conclusion of the epic trilogy from the #1 New York Times bestselling author of The Awakening and The Becoming. Talamh is a land of green hills, high mountains, deep forests, and seas, where magicks thrive. But portals allow for passage in and out—and ultimately, each must choose their place, and choose between good and evil, war and peace, life and death... Breen Siobhan Kelly grew up in the world of Man and was once unaware of her true nature. Now she is in Talamh, trying to heal after a terrible battle and heartbreaking losses. Her grandfather, the dark god Odran, has been defeated in his attempt to rule over Talamh, and over Breen—for now. With the enemy cast out and the portal sealed, this is a time to rest and to prepare. Breen spreads her wings and realizes a power she’s never experienced before. It’s also a time for celebrations—of her first Christmas in both Talamh and Ireland, of solstice and weddings and births—and daring to find joy again in the wake of sorrow. She rededicates herself to writing her stories, and when his duties as taoiseach permit, she is together with Keegan, who has trained her as a warrior and whom she has grown to love. It’s Keegan who’s at her side when the enemy’s witches, traitorous and power-mad, appear to her in her sleep, practicing black magick, sacrificing the innocent, and plotting a brutal destruction for Breen. And soon, united with him and with all of Talamh, she will seek out those in desperate need of rescue, and confront the darkness with every weapon she has: her sword, her magicks—and her courage...",2022-11-22,Fiction,4.31
Mad Honey,"Jodi Picoult, Jennifer Finney Boylan","NEW YORK TIMES BESTSELLER • “Alternatingly heart-pounding and heartbreaking. This collaboration between two best-selling authors seamlessly weaves together Olivia and Lily’s journeys, creating a provocative exploration of the strength that love and acceptance require.”—The Washington Post Look for Jodi Picoult’s new novel, By Any Other Name, available now! GOOD MORNING AMERICA BOOK CLUB PICK • PEOPLE’S BOOK OF THE WEEK • A POPSUGAR BEST BOOKS OF THE YEAR Olivia McAfee knows what it feels like to start over. Her picture-perfect life—living in Boston, married to a brilliant cardiothoracic surgeon, raising their beautiful son, Asher—was upended when her husband revealed a darker side. She never imagined that she would end up back in her sleepy New Hampshire hometown, living in the house she grew up in and taking over her father’s beekeeping business. Lily Campanello is familiar with do-overs, too. When she and her mom relocate to Adams, New Hampshire, for her final year of high school, they both hope it will be a fresh start. And for just a short while, these new beginnings are exactly what Olivia and Lily need. Their paths cross when Asher falls for the new girl in school, and Lily can’t help but fall for him, too. With Ash, she feels happy for the first time. Yet she wonders if she can trust him completely. . . . Then one day, Olivia receives a phone call: Lily is dead, and Asher is being questioned by the police. Olivia is adamant that her son is innocent. But she would be lying if she didn’t acknowledge the flashes of his father’s temper in Ash, and as the case against him unfolds, she realizes he’s hidden more than he’s shared with her. Mad Honey is a riveting novel of suspense, an unforgettable love story, and a moving and powerful exploration of the secrets we keep and the risks we take in order to become ourselves.",2022-10-04,Fiction,3.69
A World of Curiosities,Louise Penny,"INSTANT #1 NEW YORK TIMES BESTSELLER Chief Inspector Armand Gamache returns in the eighteenth book in #1 New York Times bestseller Louise Penny's beloved series. It’s spring and Three Pines is reemerging after the harsh winter. But not everything buried should come alive again. Not everything lying dormant should reemerge. But something has. As the villagers prepare for a special celebration, Armand Gamache and Jean-Guy Beauvoir find themselves increasingly worried. A young man and woman have reappeared in the Sûreté du Québec investigators’ lives after many years. The two were young children when their troubled mother was murdered, leaving them damaged, shattered. Now they’ve arrived in the village of Three Pines. But to what end? Gamache and Beauvoir’s memories of that tragic case, the one that first brought them together, come rushing back. Did their mother’s murder hurt them beyond repair? Have those terrible wounds, buried for decades, festered and are now about to erupt? As Chief Inspector Gamache works to uncover answers, his alarm grows when a letter written by a long dead stone mason is discovered. In it the man describes his terror when bricking up an attic room somewhere in the village. Every word of the 160-year-old letter is filled with dread. When the room is found, the villagers decide to open it up. As the bricks are removed, Gamache, Beauvoir and the villagers discover a world of curiosities. But the head of homicide soon realizes there’s more in that room than meets the eye. There are puzzles within puzzles, and hidden messages warning of mayhem and revenge. In unsealing that room, an old enemy is released into their world. Into their lives. And into the very heart of Armand Gamache’s home.",2022-11-29,Fiction,4.00
"Friends, Lovers and the Big Terrible Thing",Matthew Perry,"'There's never been a more honest or raw memoir . . . and it may just save lives' Daily Mail 'Funny, fascinating, compelling . . . also a wonderful read for fans of Friends' The Times 'HI, MY NAME IS MATTHEW, although you may know me by my full name. My friends call me Matty.' So begins the riveting story of acclaimed actor Matthew Perry, taking us along on his journey from childhood ambition to fame to addiction and recovery in the aftermath of a life-threatening health scare. Before the frequent hospital visits and stints in rehab, there was five-year-old Matthew, who travelled from Montreal to Los Angeles, shuffling between his separated parents; fourteen-year-old Matthew, who was a nationally ranked tennis star in Canada; twenty-four-year-old Matthew, who nabbed a coveted role as a lead cast member on the talked-about pilot then called Friends Like Us . . . and so much more. In an extraordinary story that only he could tell - and in the heartfelt, hilarious, and warmly familiar way only he could tell it - Matthew Perry lays bare the fractured family that raised him (and also left him to his own devices), the desire for recognition that drove him to fame, and the void inside him that could not be filled even by his greatest dreams coming true. But he also details the peace he's found in sobriety and how he feels about the ubiquity of Friends, sharing stories about his castmates and other stars he met along the way. Frank, self-aware, and with his trademark humour, Perry vividly depicts his lifelong battle with addiction and what fuelled it despite seemingly having it all. 'An unflinching and often harrowing must-read for 90s pop culture fans' Guardian 'Written with Chandler's trademark sarcasm and self-deprecation' Telegraph 'A hopeful read . . . I started to think of [it] not as a celebrity memoir about addiction, but as an addiction memoir written by a man who understands his own history through the prism of showbiz' Independent",2022-11-01,Biography & Autobiography,3.93
The Light We Carry,Michelle Obama,"#1 NEW YORK TIMES AND USA TODAY BESTSELLER • In an inspiring follow-up to her acclaimed memoir Becoming, former First Lady Michelle Obama shares practical wisdom and powerful strategies for staying hopeful and balanced in today’s highly uncertain world. There may be no tidy solutions or pithy answers to life’s big challenges, but Michelle Obama believes that we can all locate and lean on a set of tools to help us better navigate change and remain steady within flux. In The Light We Carry, she opens a frank and honest dialogue with readers, considering the questions many of us wrestle with: How do we build enduring and honest relationships? How can we discover strength and community inside our differences? What tools do we use to address feelings of self-doubt or helplessness? What do we do when it all starts to feel like too much? Michelle Obama offers readers a series of fresh stories and insightful reflections on change, challenge, and power, including her belief that when we light up for others, we can illuminate the richness and potential of the world around us, discovering deeper truths and new pathways for progress. Drawing from her experiences as a mother, daughter, spouse, friend, and First Lady, she shares the habits and principles she has developed to successfully adapt to change and overcome various obstacles—the earned wisdom that helps her continue to “become.” She details her most valuable practices, like “starting kind,” “going high,” and assembling a “kitchen table” of trusted friends and mentors. With trademark humor, candor, and compassion, she also explores issues connected to race, gender, and visibility, encouraging readers to work through fear, find strength in community, and live with boldness. “When we are able to recognize our own light, we become empowered to use it,” writes Michelle Obama. A rewarding blend of powerful stories and profound advice that will ignite conversation, The Light We Carry inspires readers to examine their own lives, identify their sources of gladness, and connect meaningfully in a turbulent world.",2022-11-15,Self-Help,4.26
I'm Glad My Mom Died,Jennette McCurdy,A memoir by American former actress and singer Jennette McCurdy about her career as a child actress and her difficult relationship with her abusive mother who died in 2013,2022-08-09,Biography & Autobiography,4.46
Surrender,Bono,Description non disponible,2022,Catégorie non disponible,4.18
The Myth of Normal,"Gabor Maté, Daniel Maté","OVER 1 MILLION COPIES SOLD We tend to believe that normality equals health. Yet what is the norm in the Western world? Mental illness and chronic disease are on an unstoppable rise. How did we get here? And what lies ahead for us? 'It all starts with waking up... to what our bodies are expressing and our minds are suppressing.' In this life-affirming book, Gabor Maté connects the dots between our personal suffering and the relentless pressures of modern life – showing that ill health is a natural reflection of our disconnection from our true selves. Drawing on four decades of clinical experience, and stories of people transforming their bodies and minds, Dr Maté offers a hopeful pathway to reconnection and healing.",2022-09-13,Psychology,4.13
