What It's Like to Be a Bird,David Allen Sibley,"The bird book for birders and nonbirders alike that will excite and inspire by providing a new and deeper understanding of what common, mostly backyard, birds are doing—and why: ""Can birds smell?""; ""Is this the same cardinal that was at my feeder last year?""; ""Do robins 'hear' worms?"" ""The book's beauty mirrors the beauty of birds it describes so marvelously."" —NPR In What It's Like to Be a Bird, David Sibley answers the most frequently asked questions about the birds we see most often. This special, large-format volume is geared as much to nonbirders as it is to the out-and-out obsessed, covering more than two hundred species and including more than 330 new illustrations by the author. While its focus is on familiar backyard birds—blue jays, nuthatches, chickadees—it also examines certain species that can be fairly easily observed, such as the seashore-dwelling Atlantic puffin. David Sibley's exacting artwork and wide-ranging expertise bring observed behaviors vividly to life. (For most species, the primary illustration is reproduced life-sized.) And while the text is aimed at adults—including fascinating new scientific research on the myriad ways birds have adapted to environmental changes—it is nontechnical, making it the perfect occasion for parents and grandparents to share their love of birds with young children, who will delight in the big, full-color illustrations of birds in action. Unlike any other book he has written, What It's Like to Be a Bird is poised to bring a whole new audience to David Sibley's world of birds.",2020-04-14,Nature,4.41
Dessert Person,Claire Saffitz,"NEW YORK TIMES BESTSELLER • In her first cookbook, Bon Appétit and YouTube star of the show Gourmet Makes offers wisdom, problem-solving strategies, and more than 100 meticulously tested, creative, and inspiring recipes. IACP AWARD WINNER • NAMED ONE OF THE BEST COOKBOOKS OF THE YEAR BY The New York Times Book Review • Bon Appétit • NPR • The Atlanta Journal-Constitution • Salon • Epicurious “There are no ‘just cooks’ out there, only bakers who haven't yet been converted. I am a dessert person, and we are all dessert people.”—Claire Saffitz Claire Saffitz is a baking hero for a new generation. In Dessert Person, fans will find Claire’s signature spin on sweet and savory recipes like Babkallah (a babka-Challah mashup), Apple and Concord Grape Crumble Pie, Strawberry-Cornmeal Layer Cake, Crispy Mushroom Galette, and Malted Forever Brownies. She outlines the problems and solutions for each recipe—like what to do if your pie dough for Sour Cherry Pie cracks (patch it with dough or a quiche flour paste!)—as well as practical do’s and don’ts, skill level, prep and bake time, step-by-step photography, and foundational know-how. With her trademark warmth and superpower ability to explain anything baking related, Claire is ready to make everyone a dessert person.",2020-10-20,Cooking,3.98
The Ickabog,J. K. Rowling,"As the legend of the fearsome Ickabog spreads terror in the peaceful kingdom of Cornucopia, best friends Bert and Daisy set out to discover the truth and bring happiness back to the kingdom.",2020-11-10,Juvenile Fiction,3.00
Rowley Jefferson's Awesome Friendly Adventure,Jeff Kinney,"You've never seen the Wimpy Kid World like this before - an entirely new, awesome, friendly, truly fantastic fantasy quest from #1 international bestselling author Jeff Kinney! From the imagination of Wimpy Kid's Rowley Jefferson comes an adventure of epic proportions! Join Roland and his best friend, Garg the Barbarian, as they leave the safety of their village and embark on a quest to save Roland's mum from the White Warlock. Will our heroes survive? Find out in Rowley Jefferson's Awesome Friendly Adventure! And don't miss Rowley Jefferson's first book, the instant #1 bestseller, Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal.",2020-08-04,Juvenile Fiction,4.22
The One and Only Bob,Katherine Applegate,"A #1 New York Times bestseller and a #1 Indie bestseller! ""Good dog Bob. Great to have a best friend.”—Danny DeVito Return to the unforgettable world of the Newbery Medal-winning and #1 New York Times bestselling novel The One and Only Ivan in this incredible sequel, starring Ivan’s friend Bob! Catch up with these beloved friends before you see the star-studded film adaptation of The One and Only Ivan, now available on Disney+! Bob sets out on a dangerous journey in search of his long-lost sister with the help of his two best friends, Ivan and Ruby. As a hurricane approaches and time is running out, Bob finds courage he never knew he had and learns the true meaning of friendship and family. Bob, Ivan, and Ruby have touched the hearts of millions of readers, and their story isn’t over yet. Catch up with these beloved friends before the star-studded film adaptation of The One and Only Ivan hits theaters in August 2020! One and Only Bob is an instant #1 New York Times bestseller, embraced by new and old fans of Katherine Applegate's beloved One and Only Ivan. Great for summer reading or anytime! A Today show pick for “25 children’s books your kids and teens won’t be able to put down this summer!"" In the tradition of timeless stories like Charlotte's Web and Stuart Little, Katherine Applegate blends humor and poignancy to create an unforgettable story of friendship, family, and hope. The One and Only Bob features first-person narrative; author's use of literary devices (personification, imagery); and story elements (plot, character development, perspective). This acclaimed middle grade novel is an excellent choice for tween readers in grades 5 to 8, for independent reading, homeschooling, and sharing in the classroom.",2020-05-05,Juvenile Fiction,3.9
Becoming Muhammad Ali,"James Patterson, Kwame Alexander","Two heavy-hitters in children's literature deliver a critically acclaimed, bestselling biographical novel of cultural icon Muhammad Ali. ""This utterly delightful story about Ali's childhood is a smash hit.""—School Library Journal (starred review) Before he was a household name, Cassius Clay was a kid with struggles like any other. Kwame Alexander and James Patterson join forces to vividly depict his life up to age seventeen in both prose and verse, including his childhood friends, struggles in school, the racism he faced, and his discovery of boxing. Readers will learn about Cassius' family and neighbors in Louisville, Kentucky, and how, after a thief stole his bike, Cassius began training as an amateur boxer at age twelve. Before long, he won his first Golden Gloves bout and began his transformation into the unrivaled Muhammad Ali. Fully authorized by and written in cooperation with the Muhammad Ali estate, and vividly brought to life by Dawud Anyabwile's dynamic artwork, Becoming Muhammad Ali captures the budding charisma and youthful personality of one of the greatest sports heroes of all time. Longlisted for the 2022-2023 Indiana Young Hoosier Book Award, and nominated for the 2021-2022 Black Eyed Susan Book Award!",2020-10-05,Juvenile Fiction,3.79
A Tale of Magic: A Tale of Witchcraft,Chris Colfer,"The enchanting sequel to the No. 1 New York Times bestseller A Tale of Magic, from the author of The Land of Stories, Chris Colfer. Perfect for readers of The School for Good and Evil and Pages & Co. Brystal Evergreen changed the world, but the journey is just beginning ... Brystal Evergreen and her friends have saved the world from the evil Snow Queen and secured worldwide acceptance for the magical community. However, when a mysterious new witch named Mistress Mara arrives at the Academy, the celebrations are cut short. As Mistress Mara begins recruiting faeries into her rival school of Witchcraft, it becomes clear she has dark intentions. And soon Brystal's friend Lucy becomes embroiled in an ominous plot against mankind. Elsewhere, the fragile peace is on the brink of shattering. Outrage has spread throughout the kingdoms in opposition to the legalisation of magic. And a dangerous and centuries old clan known as the Righteous Brotherhood has resurfaced, with one goal in mind: to exterminate all magical life for ever ... starting with Brystal ... Filled with brand-new adventures and a cast of memorable characters, both familiar and new, Chris Colfer's writing will sweep you away into a world of magic and wonder.",2020-10-08,Juvenile Fiction,4.36
5 More Sleeps ‘til Christmas,Jimmy Fallon,"Host of NBC's The Tonight Show and three-time #1 New York Times-bestselling author Jimmy Fallon returns with this sweet and spirited Christmas picture book. Just 5 more sleeps 'til Christmas! Can you believe it's here? I know that Santa's coming soon 'cause I've been good all year. Everyone who grew up celebrating Christmas remembers the excitement that built up to the most magical day of the year. But why not make the last week until Christmas more fun by counting how many sleeps until the arrival of Santa and his reindeer? Accompanied by the beautiful and energetic artwork of Rich Deas, enjoy the humor of Jimmy Fallon as he prepares readers for the most exciting week of the year in this new holiday tradition for your family—5 More Sleeps 'til Christmas.",2020-10-27,Juvenile Fiction,4.23
The Office: A Day at Dunder Mifflin Elementary,Robb Pearlman,"The instant #1 New York Times bestseller! Discover ""The Office reboot fans never knew they needed"" with this kid-friendly adaptation of everyone's favorite workplace comedy (Entertainment Weekly). Michael Scott is Line Leader at Dunder Mifflin Elementary! It's a very big job, but Michael is sure he can liveup to the ""World's Best Line Leader"" title printed on his water bottle. There's just one problem--Michael doesn't know how to lead the line. Filled with colorful, detailed illustrations and brimming with Easter eggs and nods to iconic moments from the show, this hilarious reimagining features a pint-sized cast. This story will introduce The Office to a whole new generation and will teach them that everyone needs to ask for help sometimes. Even Line Leaders. The Office is a trademark and copyright of Universal Content Productions LLC. Licensed by Universal Studios 2020. All Rights Reserved.",2020-09-29,Juvenile Fiction,4.42
World Needs Who You Were Made to Be,Joanna Gaines,"""Author Joanna Gaines follows up her #1 New York Times bestselling We Are the Gardeners with The World Needs Who You Were Made to Be. This children's book, beautifully illustrated by Julianna Swaney, celebrates how creativity and acceptance can come together in a bright and beautiful adventure""--",2020-11-10,Individual differences,4.45
"Share Some Kindness, Bring Some Light",Apryl Stott,"“It’s impossible to resist [this book’s] big-hearted appeal.” —BookPage A little girl and her friend Bear learn the true meaning of selfless kindness in this sweet, stunningly illustrated debut picture book. Bear is sad. All the other animals think he’s mean because he’s so big. But his human friend, Coco, offers to help him. Coco shares her grandmother’s advice: “When life gets dark as winter’s night, share some kindness, bring some light.” They decide to bake cookies to “share some kindness” and make lanterns to “bring some light.” But when the cookies and lanterns don’t work, they must look for another way to win over the other animals. And while they’re at it, Coco and Bear just might discover that kindness is a gift that only comes from the heart.",2020-10-27,Juvenile Fiction,4.25
Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants,Dav Pilkey,"The mayor has had enough of Dog Man's shenanigans in the ninth book from worldwide bestselling author and artist Dav Pilkey. Dog Man's really done it this time! He hands over his badge and clears out his desk, but while he may be out of a job, he's not yet out of hope. With his friends at his side, can Dog Man dig himself out of this hole and paw his way back onto the force? Dav Pilkey's wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including empathy, kindness, persistence, and the importance of doing good.",2020-09-01,Juvenile Fiction,3.7
The Bad Guys in The One?! (The Bad Guys #12),Aaron Blabey,"NOW A MAJOR MOTION PICTURE! ""I wish I'd had these books as a kid. Hilarious!"" -- Dav Pilkey, creator of Captain Underpants and Dog ManThey may look like Bad Guys, but these wannabe heroes are doing good deeds... whether you like it or not! This New York Times bestselling illustrated series is perfect for fans of Dog Man and Captain Underpants.Seriously, WHAT is going on with Snake?! Terrible powers have been revealed! Evil allies have materialized! Inter-dimensional doors have opened! Shady-looking cloaks have been purchased! What is his deal?!And that's not all! Why does Agent Fox suddenly have a whole lot more backstory than we'd counted on?! Dang it! We need answers! WHAT IS GOING ON HERE?!Wolf and the gang are back. And things are worse than ever. Or badder than ever... if you think that sounds cooler and don't have a problem with bad grammar.BAD GUYS #12 WILL MELT YOUR BRAIN...",2020-11-10,Juvenile Fiction,4.34
The Cousins,Karen M. McManus,"#1 NEW YORK TIMES BESTSELLER • From the bestselling author of One of Us Is Lying comes your next obsession. You'll never feel the same about family again. Milly, Aubrey, and Jonah Story are cousins, but they barely know each another, and they've never even met their grandmother. Rich and reclusive, she disinherited their parents before they were born. So when they each receive a letter inviting them to work at her island resort for the summer, they're surprised . . . and curious. Their parents are all clear on one point--not going is not an option. This could be the opportunity to get back into Grandmother's good graces. But when the cousins arrive on the island, it's immediately clear that she has different plans for them. And the longer they stay, the more they realize how mysterious--and dark--their family's past is. The entire Story family has secrets. Whatever pulled them apart years ago isn't over--and this summer, the cousins will learn everything. Fans of the hit thriller that started it all can watch the secrets of the Bayview Four be revealed in the One of Us is Lying TV series now streaming on NBC's Peacock!",2020-12-01,Young Adult Fiction,3.00
"Avatar, The Last Airbender: The Shadow of Kyoshi (Chronicles of the Avatar Book 2)","F. C. Yee, Michael Dante DiMartino","The epic, can’t-miss follow-up to the instant New York Times bestselling Avatar, The Last Airbender: The Rise of Kyoshi—now in paperback! Kyoshi’s place as the true Avatar has finally been cemented—but at a heavy cost. With her mentors gone, Kyoshi struggles to keep the peace in a world full of corruption and violence. But while her reputation grows, a mysterious threat emerges from the Spirit World. Kyoshi’s travels take her to the Fire Nation, where she reunites with Rangi and becomes the Fire Lord’s guest of honor for an important cultural holiday. But underneath the celebration lies a dangerous game of court politics—and when the palace itself is attacked, she, Rangi, and their allies must deliver justice before the Fire Nation is consumed by strife. This thrilling follow-up to the New York Times bestselling Avatar, The Last Airbender: The Rise of Kyoshi continues Kyoshi’s journey from a girl of humble origins to the merciless pursuer of justice still feared and admired centuries after becoming the Avatar.",2020-07-21,Young Adult Fiction,3.8
"Stamped: Racism, Antiracism, and You","Jason Reynolds, Ibram X. Kendi","The crucial, empowering, #1 New York Times bestselling exploration of racism—and antiracism—in America. This is NOT a history book. This is a book about the here and now. A book to help us better understand why we are where we are. A book about race. The construct of race has always been used to gain and keep power, to create dynamics that separate and silence. This remarkable reimagining of Dr. Ibram X. Kendi's National Book Award-winning Stamped from the Beginning reveals the history of racist ideas in America and inspires hope for an antiracist future. It takes you on a race journey from then to now, shows you why we feel how we feel, and why the poison of racism lingers. It also proves that while racist ideas have always been easy to fabricate and distribute, they can also be discredited. Through a gripping, fast-paced, and energizing narrative written by beloved award-winner Jason Reynolds, this book shines a light on the many insidious forms of racist ideas--and on ways readers can identify and stamp out racist thoughts in their daily lives. Download the free educator guide here: https://www.hachettebookgroup.com/wp-content/uploads/2020/03/Stamped-Educator-Guide.pdf Now available for younger readers: Stamped (for Kids): Racism, Antiracism, and You",2020-03-10,Young Adult Nonfiction,3.00
When You See Me,Lisa Gardner,"#1 New York Times bestselling author Lisa Gardner unites three of her most beloved characters—Detective D D Warren, Flora Dane, and Kimberly Quincy—in a twisty new thriller, as they investigate a mysterious murder from the past . . . which points to a dangerous and chilling present-day crime. FBI Special Agent Kimberly Quincy and Sergeant Detective D D Warren have built a task force to follow the digital bread crumbs left behind by deceased serial kidnapper Jacob Ness. When a disturbing piece of evidence is discovered in the hills of Georgia, they bring Flora Dane and true-crime savant Keith Edgar to a small town where something seems to be deeply wrong. What at first looks like a Gothic eeriness soon hardens into something much more sinister . . . and they discover that for all the evil Jacob committed while alive, his worst secret is still to be revealed. Quincy and DD must summon their considerable skills and experience to crack the most disturbing case of their careers—and Flora must face her own past directly in the hope of saving others.",2020-01-28,Fiction,4.25
Rhythm of War,Brandon Sanderson,"An instant #1 New York Times Bestseller and a USA Today and Indie Bestseller! The Stormlight Archive saga continues in Rhythm of War, the eagerly awaited sequel to Brandon Sanderson's #1 New York Times bestselling Oathbringer, from an epic fantasy writer at the top of his game. After forming a coalition of human resistance against the enemy invasion, Dalinar Kholin and his Knights Radiant have spent a year fighting a protracted, brutal war. Neither side has gained an advantage, and the threat of a betrayal by Dalinar’s crafty ally Taravangian looms over every strategic move. Now, as new technological discoveries by Navani Kholin’s scholars begin to change the face of the war, the enemy prepares a bold and dangerous operation. The arms race that follows will challenge the very core of the Radiant ideals, and potentially reveal the secrets of the ancient tower that was once the heart of their strength. At the same time that Kaladin Stormblessed must come to grips with his changing role within the Knights Radiant, his Windrunners face their own problem: As more and more deadly enemy Fused awaken to wage war, no more honorspren are willing to bond with humans to increase the number of Radiants. Adolin and Shallan must lead the coalition’s envoy to the honorspren stronghold of Lasting Integrity and either convince the spren to join the cause against the evil god Odium, or personally face the storm of failure. Other Tor books by Brandon Sanderson The Cosmere The Stormlight Archive ● The Way of Kings ● Words of Radiance ● Edgedancer (novella) ● Oathbringer ● Dawnshard (novella) ● Rhythm of War The Mistborn Saga The Original Trilogy ● Mistborn ● The Well of Ascension ● The Hero of Ages Wax and Wayne ● The Alloy of Law ● Shadows of Self ● The Bands of Mourning ● The Lost Metal Other Cosmere novels ● Elantris ● Warbreaker ● Tress of the Emerald Sea ● Yumi and the Nightmare Painter ● The Sunlit Man Collection ● Arcanum Unbounded: The Cosmere Collection The Alcatraz vs. the Evil Librarians series ● Alcatraz vs. the Evil Librarians ● The Scrivener's Bones ● The Knights of Crystallia ● The Shattered Lens ● The Dark Talent ● Bastille vs. the Evil Librarians (with Janci Patterson) Other novels ● The Rithmatist ● Legion: The Many Lives of Stephen Leeds ● The Frugal Wizard’s Handbook for Surviving Medieval England Other books by Brandon Sanderson The Reckoners ● Steelheart ● Firefight ● Calamity Skyward ● Skyward ● Starsight ● Cytonic ● Skyward Flight (with Janci Patterson) ● Defiant At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",2020-11-17,Fiction,3.83
The Law of Innocence,Michael Connelly,"THE TRIAL OF A LIFETIME. BUT WILL IT BE HIS LAST? 'Another masterpiece from one of the world's greatest crime writers' Express 'This is Connelly on top form ... A terrific thriller' Mail on Sunday 'Grabs you on the very first page and doesn't let go' The Times * * * * * Heading home after winning his latest case, defense attorney Mickey Haller - The Lincoln Lawyer - is pulled over by the police. They open the trunk of his car to find the body of a former client. Haller knows the law inside out. He will be charged with murder. He will have to build his case from behind bars. And the trial will be the trial of his life. Because Mickey Haller will defend himself in court. With watertight evidence stacked against him, Haller will need every trick in the book to prove he was framed. But a not-guilty verdict isn't enough. In order to truly walk free, Haller knows he must find the real killer - that is the law of innocence... * * * * * 'Pick up this gripping book at your peril, especially if you have other things to do like working or sleeping.' Express 'The so-called Lincoln Lawyer ... turns in another dazzling courtroom performance' New York Times Book Review * * * * * ""The law of innocence is unwritten. It will not be found in a leather-bound code book. It will never be argued in a courtroom. In nature, for every action there is an equal and opposite reaction. In the law of innocence, for every man not guilty of a crime there is a man out there who is. And to prove true innocence the guilty man must be found and exposed to the world."" * * * * * CRIME DOESN'T COME BETTER THAN CONNELLY. 'One of the very best writers working today' Sunday Telegraph 'The pre-eminent detective novelist of his generation' Ian Rankin 'A superb natural storyteller' Lee Child 'A master' Stephen King 'Crime thriller writing of the highest order' Guardian 'America's greatest living crime writer' Daily Express 'A crime writing genius' Independent on Sunday",2020-11-10,Fiction,4.35
A Time for Mercy,John Grisham,"***THE SUNDAY TIMES BESTSELLER*** Jake Brigance, lawyer hero of A Time to Kill and Sycamore Row, is back, in his toughest case ever. 'A new Grisham legal thriller is always an event, but this one is exceptional as the author is returning to Jake Brigance, the hero of his very first book, A Time To Kill . . . There is a lot of Grisham in Brigance - they were both street lawyers on the side of the people, not big corporations. It gives the book an emotional core that burns with a white heat' - Daily Mail 'A master of plotting and pacing . . . suspenseful' - New York Times CAN A KILLER EVER BE ABOVE THE LAW? Deputy Stuart Kofer is a protected man. Though he's turned his drunken rages on his girlfriend, Josie, and her children many times before, the police code of silence has always shielded him. But one night he goes too far, leaving Josie for dead on the floor before passing out. Her son, sixteen-year-old Drew, knows he only has this one chance to save them. He picks up a gun and takes the law into his own hands. In Clanton, Mississippi, there is no one more hated than a cop killer - but a cop killer's defence lawyer comes close. Jake Brigance doesn't want this impossible case but he's the only one with enough experience to defend the boy. As the trial begins, it seems there is only one outcome: the gas chamber for Drew. But, as the town of Clanton discovers once again, when Jake Brigance takes on an impossible case, anything is possible ... Starring the same hero and setting that featured in John Grisham's multi-million-selling bestsellers A Time to Kill (adapted as a film starring Samuel L. Jackson and Matthew McConaughey) and Sycamore Row, A Time for Mercy is an unforgettable thriller you won't be able to put down. 'When Grisham gets in the courtroom he lets rip, drawing scenes so real they're not just alive, they're pulsating' Mirror 'A superb, instinctive storyteller' The Times 'Storytelling genius ... he is in a league of his own' Daily Record 350+ million copies, 45 languages, 10 blockbuster films: NO ONE WRITES DRAMA LIKE JOHN GRISHAM",2020-10-13,Fiction,4.29
The Sentinel,"Lee Child, Andrew Child","#1 NEW YORK TIMES BESTSELLER • THE BLOCKBUSTER JACK REACHER SERIES THAT INSPIRED TWO MAJOR MOTION PICTURES AND THE STREAMING SERIES REACHER Jack Reacher is back! The “utterly addictive” (The New York Times) series continues as acclaimed author Lee Child teams up with his brother, Andrew Child, fellow thriller writer extraordinaire. “One of the many great things about Jack Reacher is that he’s larger than life while remaining relatable and believable. The Sentinel shows that two Childs are even better than one.”—James Patterson As always, Reacher has no particular place to go, and all the time in the world to get there. One morning he ends up in a town near Pleasantville, Tennessee. But there’s nothing pleasant about the place. In broad daylight Reacher spots a hapless soul walking into an ambush. “It was four against one” . . . so Reacher intervenes, with his own trademark brand of conflict resolution. The man he saves is Rusty Rutherford, an unassuming IT manager, recently fired after a cyberattack locked up the town’s data, records, information . . . and secrets. Rutherford wants to stay put, look innocent, and clear his name. Reacher is intrigued. There’s more to the story. The bad guys who jumped Rutherford are part of something serious and deadly, involving a conspiracy, a cover-up, and murder—all centered on a mousy little guy in a coffee-stained shirt who has no idea what he’s up against. Rule one: if you don’t know the trouble you’re in, keep Reacher by your side.",2020-10-27,Fiction,3.96
Daylight,David Baldacci,"Daylight is the gripping follow up to Long Road to Mercy and A Minute to Midnight featuring Special Agent Atlee Pine, from one of the world’s most favourite thriller writers, David Baldacci. The hunt Ever since Mercy was abducted aged six, Atlee has been relentless in her search for her. Finally, she gets her most promising breakthrough yet – the identity of her sister’s kidnapper. The capture As Atlee and her assistant, Carol Blum, race to track down the suspect, they run into Pine’s old friend and fellow agent, John Puller, who is investigating the suspect’s family for another crime. The kill Working together, Pine and Puller must pull back the layers of deceit, lies and cover-ups that strike at the very heart of global democracy. And the truth about what happened to Mercy will finally be revealed. That truth will shock Atlee Pine to her very core. Continue the gripping series with Mercy.",2020-11-12,Fiction,4.20
The Guest List,Lucy Foley,*The brand new thriller from Lucy Foley – THE MIDNIGHT FEAST – is available to pre-order now* The No.1 Sunday Times bestseller *Over 1 million copies sold worldwide* *One of The Times and Sunday Times Crime Books of the Year* *Goodreads Choice Awards winner for Crime & Mystery 2020*,2020-02-20,Fiction,3.75
The Awakening,Nora Roberts,"The first in a brand new trilogy from Sunday Times bestseller Nora Roberts, The Awakening is a story of adventure, magic and finding your home Mists, shimmering silver fingers, rose over the pale green water of the lake. They twined and twisted toward a sky quietly gray, while in the east, over the hills, a pink blush waited, like a held breath, to waken. Breen Kelly had always been a rule follower. So, when her father left when she was twelve years old, promising to return, she waited. Now, more than a decade later, she's working at a job she hates and is tired of the life that playing by the rules has dealt her. It's time to make a change. Breen makes a leap into the unknown with a summer trip to Ireland - her father's homeland. Little does she know how much of a leap until a walk in the woods leads her through a portal into another world - Talamh - where Breen will find magic, family and a destiny she could never have dreamed of 'If you're after the perfect pick-me-up, take-me-away-from-the-world read, then she's your woman' The Guardian 'Nora Roberts is, quite simply, a one-woman phenomenon' Heat 'I love Nora Roberts' Stephen King",2020-11-24,Fiction,3.6
The Invisible Life of Addie LaRue,V.E. Schwab,"For someone damned to be forgettable, Addie LaRue is a most delightfully unforgettable character, and her story is the most joyous evocation of unlikely immortality. Neil Gaiman A Sunday Times-bestselling, award-nominated genre-defying tour-de-force of Faustian bargains, for fans of The Time Traveler's Wife and Life After Life, and The Sudden Appearance of Hope. When Addie La Rue makes a pact with the devil, she trades her soul for immortality. But there's always a price - the devil takes away her place in the world, cursing her to be forgotten by everyone. Addie flees her tiny home town in 18th-Century France, beginning a journey that takes her across the world, learning to live a life where no one remembers her and everything she owns is lost and broken. Existing only as a muse for artists throughout history, she learns to fall in love anew every single day. Her only companion on this journey is her dark devil with hypnotic green eyes, who visits her each year on the anniversary of their deal. Alone in the world, Addie has no choice but to confront him, to understand him, maybe to beat him. Until one day, in a second hand bookshop in Manhattan, Addie meets someone who remembers her. Suddenly thrust back into a real, normal life, Addie realises she can't escape her fate forever.",2020-10-06,Fiction,4.23
The Vanishing Half,Brit Bennett,"#1 NEW YORK TIMES BESTSELLER ONE OF BARACK OBAMA'S FAVORITE BOOKS OF THE YEAR NAMED A BEST BOOK OF 2020 BY THE NEW YORK TIMES * THE WASHINGTON POST * NPR * PEOPLE * TIME MAGAZINE* VANITY FAIR * GLAMOUR 2021 WOMEN'S PRIZE FINALIST “Bennett’s tone and style recalls James Baldwin and Jacqueline Woodson, but it’s especially reminiscent of Toni Morrison’s 1970 debut novel, The Bluest Eye.” —Kiley Reid, Wall Street Journal “A story of absolute, universal timelessness …For any era, it's an accomplished, affecting novel. For this moment, it's piercing, subtly wending its way toward questions about who we are and who we want to be….” – Entertainment Weekly From The New York Times-bestselling author of The Mothers, a stunning new novel about twin sisters, inseparable as children, who ultimately choose to live in two very different worlds, one black and one white. The Vignes twin sisters will always be identical. But after growing up together in a small, southern black community and running away at age sixteen, it's not just the shape of their daily lives that is different as adults, it's everything: their families, their communities, their racial identities. Many years later, one sister lives with her black daughter in the same southern town she once tried to escape. The other secretly passes for white, and her white husband knows nothing of her past. Still, even separated by so many miles and just as many lies, the fates of the twins remain intertwined. What will happen to the next generation, when their own daughters' storylines intersect? Weaving together multiple strands and generations of this family, from the Deep South to California, from the 1950s to the 1990s, Brit Bennett produces a story that is at once a riveting, emotional family story and a brilliant exploration of the American history of passing. Looking well beyond issues of race, The Vanishing Half considers the lasting influence of the past as it shapes a person's decisions, desires, and expectations, and explores some of the multiple reasons and realms in which people sometimes feel pulled to live as something other than their origins. As with her New York Times-bestselling debut The Mothers, Brit Bennett offers an engrossing page-turner about family and relationships that is immersive and provocative, compassionate and wise.",2020-06-02,Fiction,3.50
Tom Clancy Shadow of the Dragon,Marc Cameron,"A missing Chinese scientist, unexplained noises emanating from under the Arctic ice, and a possible mole in American intelligence are just some of the problems that plague President Jack Ryan in the latest entry in Tom Clancy's #1 New York Times bestselling series. Aboard an icebreaker in the Arctic Ocean a sonar operator hears an unusual noise coming from the ocean floor. She can't isolate it and chalks the event up to an anomaly in a newly installed system. Meanwhile, operatives with the Chinese Ministry of State Security are dealing with their own mystery--the disappearance of brilliant but eccentric scientist, Liu Wangshu. They're desperate to keep his crucial knowledge of aerospace and naval technology out of their rivals' hands. Finding Liu is too great an opportunity for any intelligence service to pass up, but there's one more problem. A high-level Chinese mole, codenamed Surveyor, has managed to infiltrate American Intelligence. President Jack Ryan has only one choice: send John Clark and his Campus team deep into China to find an old graduate student of the professor's who may hold the key to his whereabouts. It's a dangerous gamble, but with John Clark holding the cards, Jack Ryan is all in.",2020-11-17,Fiction,4.22
The Return,Nicholas Sparks,"A house full of love. A house full of secrets. #1 New York Times bestselling author Nicholas Sparks is back with his best novel yet. * Trevor Benson never intended to return to North Carolina. But here he is, back where it all began. Trevor found himself unable to resist the call home when he inherited a tumbledown cabin from his grandfather. He's come back to live the simple life but nothing here is simple. There's Callie, the sullen local teenager who seems to know more than she should about Trevor's grandfather's death. And there's Natalie, the deputy sheriff intent on making a point and lingering in Trevor's mind long after she's left his porch. In a bid to unravel Natalie and Callie's secrets and to find out what really happened to his grandfather, Trevor is about to learn more than he's bargained for - that sometimes, in order to move forward, we have to return to the place where it all began. Praise for Nicholas Sparks: 'A fiercely romantic and touching tale' Heat 'An A-grade romantic read' OK! 'Pulls at the heartstrings' Sunday Times 'An absorbing page-turner' Daily Mail 'This one won't leave a dry eye' Daily Mirror",2020-09-29,Fiction,4.56
A Promised Land,Barack Obama,"THE #1 SUNDAY TIMES BESTSELLER | NAMED A BEST BOOK OF THE YEAR BY THE NEW YORK TIMES, THE ECONOMIST, THE GUARDIAN The riveting, deeply personal account of history in the making—a record-breaking, critically-acclaimed no.1 bestseller, now out in paperback 'Gorgeously written, humorous, compelling, life affirming' Justin Webb, Mail on Sunday In the stirring first volume of his presidential memoirs, Barack Obama tells the story of his improbable odyssey from young man searching for his identity to leader of the free world, describing in strikingly personal detail both his political education and the landmark moments of the first term of his historic presidency—a time of dramatic transformation and turmoil. Obama takes readers on a compelling journey from his earliest political aspirations to the pivotal Iowa caucus victory that demonstrated the power of grassroots activism to the watershed night of November 4, 2008, when he was elected 44th president of the United States, becoming the first African American to hold the nation’s highest office. Reflecting on the presidency, he offers a unique and thoughtful exploration of both the awesome reach and the limits of presidential power, as well as singular insights into the dynamics of U.S. partisan politics and international diplomacy. A Promised Land is extraordinarily intimate and introspective—the story of one man’s bet with history, the faith of a community organizer tested on the world stage. Obama is candid about the forces that opposed him at home and abroad and bearing the expectation of a generation buoyed by messages of “hope and change”, and unafraid to reveal self-doubt and disappointment. Yet he never wavers from his belief that inside the great, ongoing American experiment, progress is always possible. This beautifully written and powerful book captures Barack Obama’s conviction that democracy is not a gift from on high but something founded on empathy and common understanding and built together, day by day.",2020-11-17,Biography & Autobiography,4.33
